Left Cell Higher; logFC,Same Level; logFC,Right Cell Higher; logFC, ,Criteria:, p = N/A, medRPKM = 25.0, logFC Threshold = 0.2
F20D12.2; -1.23569147723,K12H4.3; 0.087073305402,F21G4.4; 0.324444296966
F20G2.2; -1.72225735217,K12H6.6; -0.0178352631565,F21H12.1; 0.227606875284
F20H11.1; -0.303712262553,LLC1.3; 0.0748405259394,F22B8.7; 1.37438938389
F21A10.2; -0.319267818877,M01E11.2; 0.172573407243,F22D6.2; 0.497180889575
F21C10.10; -1.69936509152,M01E11.3; 0.0665404579087,F22E5.17; 0.2316168966
F21D5.5; -0.819445515958,M01H9.3; -0.0692177487666,F22E5.9; 0.380709016108
F21D5.6; -0.385019655655,M106.7; -0.00240916073022,F22F7.1; 1.62640878227
F21D5.8; -1.09704315371,M110.3; 0.0353669494122,F23C8.9; 1.28590657285
F21F3.4; -1.36141610014,M28.5; 0.158462020929,F23F1.10; 0.257692474437
F21F3.6; -0.244235488576,MTCE.11; -0.0722899170088,F23H11.2; 1.61407836349
F21H12.6; -0.763455241794,MTCE.16; -0.127019843231,F23H11.5; 0.478804738179
F22B5.10; -0.520111526035,MTCE.33; 0.19736837675,F25B5.3; 0.595765280276
F22D3.2; -0.706851802699,MTCE.4; 0.0918524274031,F25G6.8; 1.76833679298
F23B12.5; -0.315417888155,R02D3.7; 0.103687926142,F25H5.6; 0.649870457158
F23F1.5; -0.5013677754,R02F2.1; 0.16190060769,F26A1.1; 0.374694763274
F23H11.4; -2.51135176064,R02F2.7; 0.122971297091,F26A3.7; 0.384943397858
F25B3.6; -0.364651816453,R04A9.5; 0.000544797377942,F26B1.2; 0.56288454417
F25B4.1; -0.685578936563,R04D3.2; 0.0398621933821,F26E4.4; 0.455199392576
F25B4.2; -0.259462420735,R04F11.2; 0.191133630205,F26F2.7; 0.393920721363
F25B4.5; -0.408985666869,R04F11.3; 0.115044639945,F26H9.4; 0.284290222185
F25B4.7; -0.383825509857,R05D11.4; -0.174586812649,F27C8.6; 0.441376595141
F25B5.2; -1.64900020101,R05D11.6; 0.0427767462176,F27D4.8; 0.439989915448
F25G6.9; -1.23124779043,R05D11.7; -0.0287998511994,F28C10.3; 0.586740166237
F25H2.12; -0.532589829421,R05D3.12; 0.0142597374895,F28C6.8; 1.20149519116
F25H2.6; -0.209226601586,R05D3.2; 0.013649941901,F28D1.1; 0.800030641054
F25H9.2; -2.11818145194,R05D7.4; -0.0762184839748,F29B9.11; 0.303910642133
F25H9.6; -0.452907218035,R05H5.3; -0.085074116365,F29B9.2; 0.441143087967
F26E4.12; -0.694462248263,R07E4.3; -0.00266609612111,F29C4.2; 0.236019425724
F26F4.12; -0.310850869493,R08D7.4; -0.185772996341,F30A10.1; 0.803621159695
F26F4.8; -8.1680329572,R09A8.1; 0.0565433751534,F30A10.3; 0.268985379865
F26G1.1; -0.691959796907,R09B3.2; 0.0708003752379,F30F8.5; 0.820162600599
F26G5.1; -0.513194739233,R102.5; -0.188779580137,F32A7.4; 0.708934243529
F26H9.5; -1.34097471904,R11A5.4; 0.0131342904212,F32B6.3; 0.439414283603
F27C1.2; -0.69676370089,R11A8.7; -0.127750049954,F32D1.7; 0.51985032491
F27C1.6; -0.62328696102,R11H6.5; -0.119785847501,F32D8.4; 0.78492903173
F28B3.4; -0.538841030453,R12C12.6; 0.0679398872369,F33A8.4; 0.276122903798
F28B3.5; -0.835586197714,R151.10; -0.0923018932871,F33D4.4; 0.730711053143
F28C6.2; -1.88111015384,R151.6; -0.0342060075046,F33G12.3; 0.733602473034
F28D1.2; -2.58762596876,R151.7; 0.134463769824,F33G12.7; 3.8115797024
F28F8.5; -0.838747834164,R186.7; -0.0168104120638,F33H2.3; 0.32058091035
F28H6.8; -8.05210679945,R31.2; -0.156949895232,F33H2.5; 0.45197762936
F29A7.6; -0.436564946746,R53.4; 0.115151342892,F33H2.6; 0.888624724236
F29C4.7; -0.221174118736,R53.6; 0.0284528746063,F34D10.2; 0.632407343531
F29G9.7; -8.40600763853,R74.6; 0.00253694096909,F34H10.3; 1.4194143614
F30A10.15; -5.72791943921,R74.8; -0.0584194804385,F35C11.5; 1.69263460461
F30B5.4; -0.658715818775,T01G9.2; -0.112237218163,F35D11.5; 1.15479540971
F31C3.2; -0.84684503103,T02G5.11; 0.155711015998,F35G12.12; 1.44767358613
F31C3.3; -1.03248168716,T02G5.3; 0.186243878954,F35G2.1; 0.382185845084
F31E3.4; -0.383461615464,T04H1.2; 0.122750543287,F35H10.6; 0.292566308374
F31E8.4; -1.60339990532,T04H1.5; -0.0883282535109,F35H10.7; 0.743772657282
F32D1.6; -1.92112432099,T05F1.2; -0.0182471429362,F35H12.4; 2.46607087591
F32D8.14; -0.68885881596,T05H4.10; -0.111080308116,F36A2.2; 0.723735919057
F32D8.5; -0.226178828652,T06D8.7; 0.189797594028,F36A2.7; 0.319184008787
F32E10.5; -0.88759848724,T07C4.12; -0.0141156124647,F36D4.2; 0.431231643744
F33D11.10; -0.205366740274,T07D4.5; 0.135718629959,F37A4.1; 0.330314295776
F33D11.12; -1.41784259254,T08A11.1; 0.154244961765,F37F2.2; 0.203545438127
F33D11.9; -0.613318759567,T08B2.7; -0.191907987066,F38A5.2; 0.835604988177
F33D4.7; -0.28442847909,T09A5.9; 0.0560051650127,F38H4.10; 0.942770576898
F33D4.8; -0.36165528494,T09B4.9; -0.129971938171,F39G3.3; 2.75115532315
F33E11.2; -1.27617531182,T09E8.1; -0.12127612999,F40A3.3; 0.629161453441
F33E11.3; -0.955591281629,T09E8.3; -0.176741922797,F40E3.2; 1.50390116705
F33G12.5; -0.653460162286,T09F3.5; 0.0997213121067,F40F11.2; 1.14476570301
F33H1.3; -0.6940635372,T10B10.3; 0.145922953635,F40F11.3; 0.522072976357
F33H1.4; -0.311670917448,T10C6.5; -0.122450145232,F40H3.1; 1.51033665314
F35G12.11; -0.275438496682,T10E9.1; 0.0186270327665,F41H10.4; 0.957363258688
F35G12.2; -0.574667185614,T12A2.7; 0.0188194901742,F42A6.6; 0.310869379258
F35G12.7; -0.39779090702,T12F5.1; -0.18290272693,F42A9.6; 0.655641151515
F35G2.3; -1.82581716948,T13H5.4; -0.0110014421427,F42A9.8; 0.694452663733
F36A2.13; -0.649684203694,T14G10.5; 0.185679325086,F42G9.1; 0.53059182305
F36D3.1; -0.54369493266,T14G8.3; -0.040338935695,F42G9.6; 0.598483163744
F36D4.5; -0.422437917174,T15B7.2; 0.111018963743,F42H10.2; 0.258315041949
F36H2.2; -0.377896342866,T15H9.2; -0.139092725542,F43C1.6; 1.08758627568
F37B12.3; -0.233506717567,T16G12.4; -0.124173377032,F43C11.9; 0.4231536149
F37B4.10; -0.799022293664,T19B10.6; -0.0558435295318,F43G6.7; 0.211380044086
F37C12.1; -0.292194931944,T19H12.2; 0.00502606831114,F43G9.1; 0.817019870878
F37C12.3; -0.277529931167,T20B12.7; -0.089938382113,F44B9.5; 1.20511411019
F37D6.2; -0.389393106023,T20G5.14; 0.0156036660705,F44E2.8; 1.07394296841
F38A5.1; -0.45041523484,T20H4.5; 0.186176238774,F44E7.2; 0.702652188362
F38B7.3; -1.16765896862,T21B10.4; -0.0394142548098,F44G4.3; 0.501995845827
F38C2.7; -8.33497639607,T21C9.1; 0.12652790246,F45F2.11; 0.386250508473
F38E9.5; -1.10505681417,T22C1.4; -0.104123479287,F45G2.8; 0.908120709439
F39B2.1; -0.450987055971,T22D1.4; -0.15540652656,F45H10.2; 0.213281818679
F39B2.3; -0.960230725638,T23B12.1; -0.0127666083146,F45H10.3; 0.863573910632
F39B2.5; -0.682043384541,T23B12.3; -0.192827878327,F46B6.12; 0.341628923392
F39F10.3; -0.828802767676,T23D8.3; 0.0788480120771,F46B6.4; 0.598418348842
F39H11.1; -0.428388991555,T23F11.4; -0.117859960182,F46B6.6; 1.20270328032
F39H2.3; -0.459243404705,T23F2.5; -0.050943459148,F46F11.1; 1.75120147372
F40F4.7; -0.440092819472,T23G7.3; -0.150524015375,F46F11.6; 0.534387664268
F40F8.11; -0.345411338346,T23H2.3; 0.0845603022044,F47B10.9; 0.358791552866
F40G12.11; -1.71985210006,T24B8.2; -0.126451907065,F47B7.2; 0.442449197967
F42A10.5; -0.617715311597,T25B9.9; -0.141478606775,F47G3.3; 0.949596620553
F42G8.10; -0.332346643148,T26A5.5; 0.0358571482559,F47G9.1; 0.23592051985
F43C1.3; -2.08938187135,T26A5.6; -0.1544283756,F48A11.4; 0.457133669583
F43E2.7; -0.371332498857,T26A5.8; -0.178532031161,F48C1.5; 0.222528794857
F43G6.10; -1.08433196659,T26A8.1; -0.0814021207629,F48C1.6; 0.868338359572
F43G6.5; -8.44892699036,T26A8.4; 0.0267583809473,F48E8.2; 1.73870835004
F43G9.12; -1.11631225771,T26C5.3; -0.0265476568307,F48E8.3; 1.02468748563
F43G9.13; -0.9236747837,T27F7.4; -0.181050849911,F48E8.6; 0.423096832811
F43G9.2; -0.374990859357,T28A8.3; 0.0408704727233,F48F7.6; 0.586459378987
F43G9.4; -0.229154943584,T28A8.5; 0.024931965272,F52B11.2; 1.57671198494
F43H9.3; -0.674912324294,T28D9.1; 0.0798925915134,F52C12.1; 1.52319843227
F44E2.10; -0.234746305445,VF13D12L.1; -0.0744908610116,F52D10.2; 0.39541209472
F44E2.7; -0.397201667028,W01D2.1; 0.177538421878,F52D2.7; 0.489977747498
F44E7.5; -1.05792707817,W02D3.4; -0.145799314056,F52E1.13; 0.31023683083
F45C12.15; -0.391270670336,W02D9.3; -0.0658835167722,F52H2.5; 0.87425528551
F45D3.1; -8.78095954119,W02F12.4; 0.0864503200855,F52H3.2; 2.49263788516
F45E12.5; -0.740386065605,W03C9.2; 0.15945034516,F52H3.4; 0.830371587835
F45F2.10; -0.574511078027,W03C9.5; -0.0402077109484,F53B7.3; 0.694375849011
F45G2.10; -0.401908743039,W03F8.4; -0.0747670633943,F53C11.4; 0.660497353886
F45G2.4; -0.343114826841,W03G9.8; 0.114138447996,F53C11.5; 0.820143476423
F45H11.5; -1.52780384323,W04B5.4; 0.0471785297142,F53C3.13; 0.441050083133
F46C3.4; -8.36762780154,W04C9.2; -0.0699732420495,F53E10.6; 0.585005861785
F46C5.9; -0.22666802032,W04D2.4; -0.0426910120905,F53F1.3; 0.233200338517
F46F11.10; -0.914037855431,W04D2.6; -0.00348801806107,F53F4.12; 0.783668863527
F46F11.8; -1.13424591483,W04G3.5; -0.0886944873859,F53F4.3; 0.532632484736
F46F11.9; -1.4857322717,W06D11.3; 0.190954350541,F53F8.3; 0.226034147138
F46H5.3; -0.495550726417,W08E12.7; -0.0339102477414,F54B11.5; 0.98020394698
F47B10.1; -0.492604204733,W09G3.6; 0.182314834485,F54C4.1; 0.21738017933
F47G4.2; -0.497839540643,WBGene00219451; 0.0722988487849,F54C8.7; 0.305928083641
F49D11.10; -0.311771401995,WBGene00235102; 0.084932179578,F54C9.9; 1.01220346897
F52A8.5; -2.57744919143,Y105E8A.10; 0.124291159051,F54D12.4; 1.15857140085
F52B11.1; -0.594070288165,Y105E8A.2; 0.0793892654098,F54D5.2; 0.815654563339
F52B5.2; -1.78836503449,Y105E8A.36; 0.135612877892,F54D5.7; 0.288018934491
F52B5.3; -0.378685584591,Y106G6A.5; -0.0566234635922,F54D7.7; 0.555545412611
F52B5.7; -0.492803428311,Y106G6H.8; 0.105402040512,F54E12.2; 2.09574605145
F52C12.2; -0.274107620636,Y110A2AR.1; 0.199252682087,F55A11.7; 1.78560991937
F53A2.7; -0.610546900433,Y110A7A.4; 0.144057578781,F55A11.8; 0.525002848279
F53B1.2; -0.868687566233,Y110A7A.6; 0.116649086403,F55A12.8; 1.17318879629
F53E10.1; -0.742952435561,Y116A8C.26; -0.0861579623389,F55A3.2; 3.40664648838
F53F1.2; -0.991277453888,Y119D3B.11; 0.118622462908,F55C12.5; 1.09567407047
F53F10.3; -0.4610593079,Y14H12B.2; -0.134599493956,F55D12.5; 6.50992514691
F53F4.11; -0.219788309867,Y18D10A.11; -0.183478294691,F55F8.9; 0.567600134736
F54A3.6; -0.364147414731,Y18D10A.16; 0.0917199207696,F55G1.9; 0.542856832064
F54B3.1; -1.46534175596,Y18H1A.4; 0.183130241647,F56A11.5; 2.12307880734
F54C8.4; -0.367579152621,Y22D7AL.10; -0.168941923698,F56A8.3; 0.376907586415
F54D10.7; -0.477282106044,Y24F12A.1; -0.0147968162995,F56B3.11; 2.74090501758
F54D5.11; -0.205630000622,Y25C1A.7; -0.167647431658,F56B3.8; 0.614786915906
F54D5.5; -0.261036846669,Y25C1A.8; 0.183601705689,F56C11.5; 0.879437538101
F54D7.2; -0.564042300535,Y37D8A.18; 0.0890123967305,F56C9.11; 1.93671095767
F54E7.8; -0.529643176611,Y37E11AL.3; 0.174495943608,F56C9.3; 0.695616773855
F54E7.9; -2.41224697664,Y37E11AM.3; 0.17988919142,F56D1.1; 1.00252805549
F54F2.9; -1.23837576069,Y37E11B.3; 0.128389887356,F56D1.2; 0.376312689589
F54F7.6; -0.405262325819,Y37E11B.6; 0.119391305681,F56D1.3; 1.43317438281
F55A11.4; -1.23124497423,Y37H2A.1; -0.0677477738084,F56D2.2; 0.930260461479
F55B12.4; -1.7292566012,Y39A1A.13; -0.0358352151618,F56G4.4; 0.424267680721
F55F8.3; -0.643667151449,Y39A1A.1; -0.118563529485,F56H1.6; 0.281681993377
F55G1.6; -0.380972336279,Y39B6A.10; -0.144764770444,F56H1.7; 0.694374314565
F55G1.7; -3.58668144877,Y39B6A.13; -0.166371296069,F57B10.14; 0.38141771961
F55H2.7; -0.592270140057,Y40B1A.1; 0.0325086355519,F57B10.3; 4.29222298217
F56A8.4; -1.26056447214,Y40B1B.8; 0.18100814628,F57B10.5; 0.887332734898
F56A8.5; -0.620768064513,Y41D4A.4; 0.16234197948,F57B10.8; 0.44590487298
F56A8.8; -1.15755849063,Y41E3.7; 0.0381336038833,F58A4.9; 0.414241317972
F56B3.4; -1.06458412186,Y41E3.8; -0.173680817271,F58B3.4; 0.310026897866
F56C9.10; -0.409041614224,Y43F4B.10; 0.0446266930031,F58B3.6; 0.420166265954
F56D2.6; -0.944588526621,Y43H11AL.1; -0.163160844783,F58E10.1; 1.78530149034
F56F11.4; -0.405373825868,Y45F10D.7; -0.0986321078681,F58F12.1; 0.759789084964
F56F4.8; -9.22399193217,Y45G5AM.7; -0.133530784012,F58G1.1; 0.734139820501
F56G4.6; -1.22958833835,Y47G6A.18; -0.132303173034,F58G1.2; 1.19072159481
F57B10.4; -0.757607256198,Y47G6A.4; 0.0230247807744,F58G11.3; 0.482064324645
F57B10.9; -0.991608657771,Y48G8AL.13; 0.184720509829,F58H1.3; 1.19858768688
F57C9.1; -1.32871096821,Y50D4A.2; -0.0431905431399,F58H1.8; 1.32967787443
F57C9.7; -1.14762903461,Y51F10.10; 0.0892435886609,F59A3.2; 0.43109580787
F58A4.6; -0.743350490474,Y51F10.4; -0.199308955782,F59A3.3; 1.42672739713
F58B3.7; -0.231694911995,Y51H4A.15; 0.0987916945585,F59A3.4; 0.246978826565
F58E10.3; -0.477200784444,Y52B11A.8; -0.0766803995328,F59A6.5; 0.57263501248
F58E6.6; -9.26812511611,Y53G8B.2; -0.0771147947188,F59B2.2; 1.18297170576
F58E6.8; -9.13291479381,Y53H1A.2; -0.0107949188681,F59C6.5; 0.265143925082
F59A2.5; -0.417393146637,Y54E10A.12; 0.0415065913585,F59D12.5; 1.19315405268
F59A3.12; -0.213738349702,Y54E10BR.4; -0.0243573990405,F59E12.9; 0.355377745709
F59A3.1; -2.42301671879,Y54E5A.7; 0.0990556901058,F59G1.8; 0.471622899066
F59B2.3; -0.359425548341,Y54G11A.11; 0.0983882226331,F59H5.1; 0.381721324319
F59C12.4; -1.79692278278,Y54G11A.17; 0.0515958515926,H04D03.6; 0.676953692567
F59E10.3; -0.727567074763,Y54G9A.5; -0.157530938497,H06H21.11; 0.301551180617
H01M10.1; -1.1454224896,Y54H5A.1; -0.0171719420492,H06I04.1; 0.932200424279
H04M03.3; -0.367577543875,Y55D9A.2; -0.155627157824,H06I04.3; 0.299799739966
H05C05.2; -0.884896062723,Y56A3A.19; -0.160630069093,H06O01.2; 0.466100791792
H14E04.2; -0.600541184619,Y57A10A.5; 0.0134411598993,H12D21.7; 0.371109059993
H20J04.2; -1.12816165746,Y57E12AL.6; 0.00503992621809,H13N06.4; 1.91983554065
H21P03.2; -0.533091006878,Y57E12AM.1; -0.154163381879,H17B01.4; 0.790500398528
H24K24.3; -0.315208697836,Y57G11C.15; -0.0650703441322,H19N07.1; 0.216753402541
H27M09.1; -0.761837081541,Y57G11C.3; 0.0309508975389,H27A22.1; 1.04230527257
H28G03.1; -1.32105004102,Y57G11C.9; -0.0867342248822,H28O16.2; 0.344305987387
H31G24.3; -1.73664227269,Y57G7A.10; -0.131664540824,JC8.2; 0.40228955178
H34C03.2; -0.612961230433,Y60A3A.9; -0.113631900236,K01G5.5; 0.582757253995
H40L08.1; -1.26972521957,Y63D3A.7; 0.0306510108436,K02B12.5; 0.940902099111
H43I07.3; -1.03390616786,Y65B4A.1; 0.166355131357,K02B12.7; 0.388713866295
JC8.5; -0.507270822177,Y65B4BL.3; -0.0199582404211,K02B2.3; 1.23089246446
JC8.7; -1.353450968,Y65B4BL.4; -0.141892293026,K02D10.1; 3.28396432415
K01C8.6; -1.70728193508,Y66D12A.16; 0.13741000617,K03B4.1; 0.266452783284
K01C8.7; -2.78071188566,Y66D12A.5; -0.0030564397766,K04B12.2; 1.95471913195
K01D12.6; -0.283027499965,Y67D2.2; 0.0785882012406,K04G7.1; 0.375210317156
K02B12.2; -0.219779573051,Y69A2AR.6; 0.0920821411236,K05B2.2; 0.927254635107
K02C4.3; -0.441014038452,Y71F9AL.1; 0.0587959819301,K05C4.2; 1.41581634933
K02F6.7; -1.67268843107,Y71F9AR.3; 0.0497786267366,K05C4.5; 0.244353240738
K03A1.2; -1.57525255619,Y71F9B.2; 0.0304055970263,K07A1.10; 0.5977323544
K03H1.13; -1.00451371578,Y71H2AM.11; -0.0862654455223,K07A1.17; 0.799290569732
K03H1.7; -1.15679801519,Y73B6BL.29; 0.0784058620458,K07A12.2; 1.1511952737
K04C1.2; -2.96339686665,Y73F8A.13; 0.114009927272,K07A12.4; 0.644648935556
K04G2.10; -0.533015324603,Y74C9A.4; 0.180087171586,K07A12.7; 0.916002942232
K04G2.6; -0.611527773006,Y75B8A.16; 0.0635351916964,K07C5.2; 0.26269805684
K04G7.11; -0.347545095722,Y75B8A.18; -0.17452261283,K07C5.4; 0.854309462511
K06H7.7; -0.282687557235,Y75B8A.31; -0.0393454733279,K07E3.4; 0.762214613225
K07A1.1; -0.373020803554,Y75D11A.3; 0.0116400465917,K07E8.7; 2.10194941624
K07A1.9; -0.394726183145,Y76B12C.3; 0.0573169196307,K07F5.14; 0.812090043031
K07A12.1; -1.05998185294,Y87G2A.1; 0.133886853164,K07F5.15; 0.642887655404
K07B1.4; -0.720288463923,Y87G2A.7; 0.122410858585,K07G5.6; 0.409849004824
K07C5.3; -0.475634280377,Y94H6A.3; -0.0976048009371,K07H8.1; 2.41800762419
K07E3.1; -1.34667519707,Y97E10AL.2; -0.000480917433683,K07H8.2; 0.454718518373
K07F5.12; -1.83399307976,Y97E10AR.7; -0.00948441875511,K08A2.4; 1.39241477891
K08E4.2; -0.548927088777,ZC262.3; -0.173891802053,K08D12.3; 0.71177620583
K08E4.3; -0.625121794882,ZC376.7; -0.108508876468,K08E3.4; 0.239121969261
K08F4.1; -0.747230156073,ZC410.3; -0.173153893884,K08E3.5; 0.748766417867
K08H10.9; -0.206961781833,ZC434.4; 0.000171658277113,K08E4.6; 0.377157567471
K09E9.3; -1.57750135535,ZC477.3; 0.133440712359,K08F4.2; 0.222847915725
K09H9.2; -0.252750170592,ZK1098.11; 0.124811051882,K08F4.3; 1.32431171182
K10B2.4; -0.470912345045,ZK1098.1; -0.162010872034,K08F9.4; 0.487126385313
K10C3.2; -0.230566852955,ZK1127.13; -0.127733731302,K08H2.3; 0.507611792376
K10D2.1; -2.18313222127,ZK1127.4; -0.0362472647641,K10C3.4; 1.58663069388
K11B4.1; -0.848256883664,ZK1128.4; 0.19369149626,K10H10.1; 1.39489303315
K11G12.5; -1.21613990541,ZK1236.7; 0.177880587068,K11B4.2; 0.227742953951
K11G12.6; -0.785679643999,ZK1248.11; -0.0616018268828,K11H12.8; 1.0169395604
K12C11.1; -0.464700722698,ZK370.11; 0.0090717710289,K11H3.3; 0.42381593139
K12D12.5; -0.537070990694,ZK370.4; 0.102807900937,K12H4.2; 0.217056256251
K12H4.4; -1.25459183018,ZK546.2; 0.0247049265307,K12H4.5; 0.664091782846
M01A10.1; -0.254679743531,ZK616.5; -0.0988472942517,M01B12.4; 0.822431252518
M01E5.3; -0.523126579467,ZK632.14; 0.00839697245627,M01E5.4; 0.444868391553
M01F1.4; -0.223421573491,ZK632.2; 0.0689221371348,M01F1.8; 1.63459408028
M01G5.3; -0.217243927948,ZK632.5; 0.141090952275,M01F1.9; 1.54871809222
M02B1.3; -0.570346794713,ZK643.2; -0.0881907905564,M02B7.2; 0.436435509132
M03B6.4; -5.09752118642,ZK686.4; 0.144095047801,M02B7.7; 1.09084646939
M03C11.7; -0.415640008102,ZK742.2; 0.085704890741,M02E1.1; 0.218948101419
M03C11.8; -0.654599127817,ZK795.3; -0.172862761816,M04F3.4; 1.12364567491
M03F8.3; -0.488690712782,ZK809.3; 0.03397401734,M05D6.5; 0.232576487019
M05B5.4; -0.316172876446,ZK809.5; 0.0943237847654,M151.3; 2.46740408433
M05D6.2; -0.319987011257,ZK829.9; -0.0189228758871,M151.7; 1.28583770202
M05D6.6; -1.70501712052,ZK973.9; -0.124999011809,M176.2; 0.77550072746
M106.3; -1.05319060154,aars-2; -0.197767521466,M18.8; 0.971734023017
M106.4; -0.609437648693,abcf-1; 0.0345268624293,M88.2; 0.506549191269
M142.8; -3.389277601,acbp-5; 0.163490379241,M88.5; 0.756859307073
M18.3; -1.54364811743,acs-20; -0.0512096882596,MTCE.7; 0.440331087107
M18.6; -0.437130210855,act-1; -0.074617708497,R02F2.4; 2.34699211118
M199.2; -1.67096033693,act-2; -0.015250644429,R03A10.1; 0.730638578679
M57.2; -0.734715514952,act-3; -0.134203021385,R03D7.1; 1.56827306591
M88.7; -0.257983358564,add-2; 0.152596967888,R04D3.3; 1.15837975731
MTCE.12; -0.455673101051,agef-1; 0.0296045730688,R04D3.4; 0.306036795267
MTCE.19; -0.366552313818,air-1; 0.199559162536,R04E5.8; 0.636766691526
MTCE.23; -0.37974861156,air-2; -0.164955057712,R04F11.5; 0.495131691684
MTCE.25; -0.419098953426,aka-1; 0.153630396109,R05D11.5; 1.05022991405
MTCE.26; -0.338713680402,aldo-2; 0.0125693018673,R05D3.8; 0.378841614725
MTCE.31; -0.389644905746,alh-8; -0.084184772556,R05F9.1; 0.936637031675
MTCE.35; -0.278935706168,alp-1; 0.0789306043373,R05F9.6; 1.61186432843
MTCE.3; -0.306122163099,aly-3; -0.0216271584583,R05F9.9; 0.846886904547
R01B10.6; -0.663057804102,ant-1.1; -0.0786713162908,R05G9.3; 0.37385557706
R02D3.3; -0.418069717017,apc-16; -0.119193576424,R05H10.3; 0.254525677914
R02D3.4; -0.322871033222,apc-2; -0.140436062346,R05H11.1; 0.2068125539
R02D3.8; -1.65859983921,apd-3; 0.0782744360433,R06C7.1; 0.280959525698
R02D5.8; -0.213283252048,aps-1; 0.0725941752058,R06C7.2; 1.16527489216
R02F11.4; -0.272369847677,aps-2; 0.13230127485,R06C7.5; 1.02132904529
R02F2.9; -0.24426972826,aps-3; -0.0848404366231,R06F6.12; 1.08197389237
R03D7.4; -0.858639176153,ard-1; -0.129558486462,R07B7.2; 0.807397025695
R03E1.2; -0.268962775814,arf-3; -0.105698683119,R07B7.8; 0.77458798555
R03G5.6; -8.41689913851,ari-1; -0.157778898539,R07E5.13; 4.09600486413
R05D11.9; -0.457195105088,ark-1; -0.0390232472,R07E5.1; 0.346864417323
R05D7.5; -1.23158189783,arl-1; -0.0517277411648,R07E5.7; 0.739369472915
R05G6.4; -0.762740864548,arp-11; 0.0167374513845,R08D7.1; 0.928652101825
R05G6.7; -0.296187475599,arx-7; -0.042625273806,R08D7.2; 0.965746921698
R05H5.5; -0.455016614135,asc-1; -0.0621366831256,R08D7.5; 0.50176991284
R06C1.4; -0.317581152531,asd-1; -0.0492636295146,R09F10.3; 0.829208132541
R06C7.6; -3.13783551075,asna-1; 0.0734407197152,R09F10.8; 0.553321167067
R07E4.5; -0.8611960956,aspm-1; -0.105750779227,R10D12.14; 1.32619182702
R07E5.11; -1.16770463534,atg-11; -0.0880060397255,R10E4.1; 1.14487626121
R07G3.7; -0.977840547503,atg-16.2; -0.111010094931,R119.1; 3.23147644325
R07H5.8; -0.307877966134,atp-3; -0.00262141817501,R119.3; 1.12069097139
R08B4.3; -0.684119598587,atp-5; -0.159053538828,R11A8.5; 1.08398888023
R08C7.2; -0.486575147059,ave-1; -0.161274022102,R11D1.10; 0.664160924766
R08E3.3; -1.33834987654,bag-1; -0.175591338859,R11H6.2; 0.409912349798
R09B3.3; -0.227189406081,bath-38; -0.172463531647,R12C12.7; 0.628500758755
R107.5; -0.493428971457,bra-2; -0.162143167049,R12E2.11; 0.481277209852
R10D12.12; -0.649908520454,byn-1; 0.0182448750901,R12E2.1; 0.672843362607
R11A5.3; -0.763146629826,cam-1; -0.199778886642,R12E2.2; 0.287483536817
R11A8.2; -0.555758894812,cars-1; 0.169864339947,R144.12; 1.41631414131
R11D1.1; -0.921333907684,ccdc-47; -0.0809681289393,R144.3; 0.757400048232
R12C12.5; -0.48371441619,ccf-1; 0.197211179071,R151.8; 0.849170640825
R12E2.12; -0.400758399797,cchl-1; 0.119930973469,R166.2; 0.56720109794
R12E2.13; -0.380937579828,cco-1; -0.171644139924,R166.6; 0.43786524788
R13A5.7; -0.741216148476,cco-2; 0.10123278584,R186.3; 1.90411138353
R144.5; -0.676012412863,cct-4; 0.122459272127,R53.1; 0.644428123051
R144.6; -0.208412664,cdc-37; -0.111984736415,R74.7; 1.50105270429
R148.3; -0.317726827118,cdc-42; 0.113429282719,T01C3.2; 0.318799924967
R148.4; -0.725286146897,cdd-2; -0.175443543624,T01C3.3; 1.36873733366
R151.2; -0.616856666537,cdh-4; -0.0344279023825,T01C3.9; 0.4041290628
R166.3; -4.5321253169,cdk-5; -0.163316855586,T01D3.5; 0.477780876097
R17.2; -0.345052030852,cdk-9; -0.163024084625,T01E8.6; 0.568712379199
R53.2; -0.743420295313,cec-1; 0.149954959845,T01H3.4; 0.8908302592
R53.5; -1.05795916694,ced-7; -0.00775104480534,T02C12.3; 0.453766278123
T01B7.5; -0.46462822989,cee-1; -0.19775623543,T02G6.5; 0.441182559167
T01B7.6; -0.483153860193,ceh-21; -0.0430281925264,T02H6.1; 0.799579350392
T01E8.5; -0.504047611359,ceh-38; -0.18099209964,T03F1.1; 0.960949995633
T01G1.4; -0.38654859428,cgh-1; 0.0984322722085,T03F1.7; 0.4613792499
T01H3.2; -1.59378459867,cgt-3; -0.0410803311635,T03F1.8; 0.857447091106
T01H3.3; -0.711250536006,chk-1; 0.0761556563822,T03G11.4; 1.99483442525
T02C12.2; -0.436487513515,cit-1.1; -0.0618742138448,T04A8.11; 3.24304827147
T02E1.2; -0.410806188471,cki-2; 0.072672882826,T04A8.6; 0.62129893704
T02G5.12; -2.91757605266,clec-91; -0.121774343084,T04A8.7; 1.6993294731
T02G5.7; -0.662195539652,clr-1; 0.00790318248907,T04A8.8; 0.301601096441
T02H6.11; -0.201737934473,coh-3; -0.144699735942,T05A12.3; 1.41594440844
