Left Cell Higher; logFC,Same Level; logFC,Right Cell Higher; logFC, ,Criteria:, p = N/A, medRPKM = 25.0, logFC Threshold = 0.2
F28D1.1; -0.273806875929,F33H2.2; -0.011652618394,F23C8.6; 0.404684490139
F28D1.2; -1.88447938603,F33H2.5; 0.0406807415929,F23F1.10; 1.0462977406
F28F8.5; -0.509726461592,F34D10.4; -0.0141412531758,F23F1.9; 0.596574646252
F28H1.1; -2.44834215158,F35G12.11; 0.0503091080801,F23H11.2; 0.63588525209
F28H6.4; -0.486774324944,F35G12.2; -0.163895355736,F23H11.5; 0.876476153326
F30A10.15; -2.07170854485,F35G2.1; 0.0310751220218,F25B4.7; 0.523710546681
F30A10.3; -0.382370666764,F35H10.5; 0.0860493059787,F25D7.4; 0.2722546133
F31B9.3; -2.06532659452,F35H10.7; 0.00418860937158,F25G6.8; 0.569212104391
F31C3.2; -0.253013315694,F36A2.2; -0.0988982018597,F25H2.5; 0.385133656805
F31C3.4; -0.915584182325,F36D4.5; 0.19818176737,F25H5.6; 0.92028380561
F31D4.2; -0.393421783308,F37D6.2; -0.080530695894,F25H8.1; 0.23979102498
F31E3.4; -0.868462180511,F38A5.2; -0.0652537074901,F26B1.2; 0.298927984801
F31E8.4; -2.40866643053,F38B7.3; 0.0981994840997,F26E4.12; 1.29337527447
F31F6.2; -0.747917004751,F38E9.5; -0.105334444769,F26E4.6; 1.16551425865
F32A11.1; -0.266153334261,F38H4.10; 0.0488063340475,F26F2.7; 0.452501331304
F32B6.3; -0.493124266701,F39B2.3; -0.131496804237,F26H11.6; 0.318107901885
F32D1.6; -0.631177582528,F39H11.1; -0.0310247650396,F27C1.6; 0.427723606015
F32D8.14; -0.265050828495,F39H2.3; 0.191683741975,F27C8.6; 0.447989177165
F32E10.2; -0.758897562675,F40F11.3; 0.0676918975862,F27D4.1; 0.283404787854
F32E10.5; -0.540117282893,F40F8.11; 0.140778634954,F27D4.8; 0.593002028864
F33D11.12; -1.00206726113,F40F8.1; 0.0103545716515,F28C6.8; 1.78271800165
F33D11.9; -0.531841567407,F40H3.1; -0.0214269437866,F29A7.6; 0.914642517029
F33E11.3; -1.11242926318,F41E6.9; 0.0405813539566,F29B9.11; 0.636333864875
F33G12.5; -0.535253606004,F41G3.6; -0.0285739820883,F29C12.4; 0.666296209376
F34D10.2; -0.841471226325,F42A9.8; -0.159815427031,F29C4.2; 1.72563012181
F35F11.1; -0.64089582872,F42G8.10; 0.08138851761,F29C4.7; 0.336138091015
F35G12.4; -0.675591704935,F43C1.6; 0.0302879289733,F30F8.3; 0.323652741808
F35G12.5; -0.860538638453,F43D2.1; -0.0391607194607,F31D4.9; 1.26263369043
F35G12.7; -0.26769693297,F43D2.2; -0.0175154851409,F32B6.2; 0.488584680628
F35G2.3; -0.46851631051,F43E2.7; -0.0860056056762,F32D1.2; 0.584835565162
F36A2.13; -0.262674154082,F43G9.12; -0.10295535761,F33A8.4; 0.871397414966
F36A2.9; -0.633371054165,F43G9.1; 0.0706810063951,F33D4.5; 0.234803152571
F36D3.1; -0.489727463405,F43G9.4; -0.168345616462,F33D4.7; 0.465937891817
F36H2.2; -0.258531268416,F43H9.3; -0.0873476616962,F33E11.2; 0.227517973244
F37B12.3; -0.437118160869,F44E2.7; -0.0100864882061,F33E11.6; 0.417847846407
F37B4.10; -0.48363069048,F44E7.4; -0.0263444095831,F33H2.3; 0.50384194999
F37C12.1; -0.408648076604,F44G4.1; 0.028464284407,F33H2.6; 0.579221678881
F38A5.1; -0.238274632582,F45G2.10; 0.0490220123032,F35C11.5; 0.279620966027
F38A5.7; -0.963184964078,F45H10.2; -0.166231457783,F35D11.4; 2.43405052295
F38E1.9; -0.621776971893,F45H11.3; 0.05470005546,F35D11.5; 1.88234856316
F39B2.1; -0.75532914152,F46B6.12; 0.0875450073086,F35G12.12; 0.376045643826
F39F10.3; -1.23529290373,F46B6.5; -0.126159019994,F35G2.2; 1.11115627557
F39G3.3; -0.305153773919,F46B6.6; 0.034358662509,F35H10.6; 0.395252821748
F39H12.1; -0.48683907476,F46C5.9; 0.0496446615813,F35H12.4; 1.40738220089
F40F11.2; -0.331115118173,F46F11.1; 0.139801943395,F36A2.7; 0.743631384531
F40F4.7; -0.335258834422,F46F11.8; -0.175836504199,F37A4.1; 0.428673842092
F40F9.7; -0.661744812618,F46H5.3; 0.0786313427184,F37A4.2; 0.295480539645
F40G12.11; -1.20073307107,F47B10.1; 0.0303916790459,F37C12.3; 0.376777908941
F41C3.4; -0.431318312473,F48C1.5; 0.0848201379319,F37F2.2; 1.32421687127
F42A10.5; -0.217072728565,F48E8.3; -0.0876433975207,F39B2.5; 0.356966262372
F42A8.3; -0.398036365749,F49C12.12; 0.110531227216,F40A3.3; 0.374620200708
F42F12.3; -1.12945029681,F49E8.2; -0.0682776139181,F40E10.6; 0.298180407965
F42G9.1; -0.390559884504,F49E8.7; 0.00775697719227,F40E3.2; 0.376894224776
F43G6.10; -0.475837716772,F52A8.6; 0.133770407432,F41H10.3; 0.534139727625
F43G9.13; -0.836315397618,F52B5.7; 0.167459113699,F41H10.4; 0.663668266685
F43G9.2; -0.255083291044,F52C12.1; 0.0513893046642,F42A9.6; 0.310484561965
F44B9.8; -0.372696506969,F52D10.2; -0.148776986046,F42G9.6; 0.422071508338
F44E2.10; -0.573643579747,F52E1.13; -0.106198409615,F42H10.2; 0.55970935046
F44E7.5; -0.311417358006,F52H3.4; 0.145472724502,F43C1.3; 0.435485270397
F44E7.9; -0.315092819356,F53B1.2; 0.179815046924,F43C11.9; 0.344477495244
F44G4.3; -0.35788976822,F53C11.5; -0.0164621349962,F43G6.7; 0.369756238958
F45F2.10; -0.366488645469,F53E4.1; 0.191632966872,F44B9.5; 1.12989270525
F45H11.5; -0.233398623394,F53F4.11; 0.0423705065391,F44E2.3; 0.675319547388
F46F11.9; -0.445371214324,F53F4.12; -0.0863040008732,F44E2.8; 0.349388685838
F46H5.2; -0.694708339605,F53F4.14; 0.0569065205979,F44E5.1; 0.613098531815
F47B10.9; -0.521425655732,F53H2.4; -0.118171257301,F44E7.2; 0.579628939717
F47B7.2; -0.28660985656,F54A3.6; 0.102329492487,F44G4.2; 0.364700597857
F47D12.9; -0.20779794561,F54C8.4; -0.158158435,F45C12.15; 0.948079158647
F47G3.3; -0.289255076228,F54C8.7; -0.159719086357,F45E12.5; 0.928288508493
F47G4.2; -0.333838925606,F54C9.9; 0.0504018129828,F45F2.11; 0.750942110836
F48A11.4; -0.388090199026,F54D5.11; -0.171651161923,F45G2.4; 0.31574030139
F48E3.3; -0.714618418619,F54D5.12; 0.127800685806,F45G2.8; 0.552379136356
F48E8.6; -0.227198850448,F54D5.9; -0.199336354016,F45H10.3; 1.4269114824
F49D11.10; -0.61013000529,F54D8.6; -0.0647569157943,F45H11.8; 0.23241058319
F49E8.1; -0.204319985156,F54E7.8; 0.00904423585869,F46B6.4; 0.592772764969
F52A8.1; -0.456468966042,F55A11.1; -0.195044779673,F46F11.10; 0.512141793089
F52A8.5; -0.256150726957,F55A11.4; -0.189503732045,F46F11.6; 0.371277994263
F52B11.1; -0.259664525457,F55A11.7; 0.17468239152,F47A4.5; 0.291722931427
F52B5.2; -0.340901818872,F55A12.8; 0.0980432767447,F47G4.4; 1.58048609996
F52B5.3; -0.459463418791,F55A3.3; -0.117788306681,F47G9.1; 0.371940347103
F52C6.2; -0.79007515398,F55B12.4; 0.144443553913,F48B9.8; 0.260526751459
F52C9.3; -0.732743430464,F55C5.8; 0.0794161954964,F48E8.2; 0.27611725624
F52D2.7; -1.38952046003,F55F8.2; -0.0431000803003,F48F7.6; 0.438304536268
F53B3.5; -0.472591698282,F55G1.9; -0.103255841758,F49C12.11; 0.240400184287
F53B7.3; -0.223807785577,F56A8.3; -0.0149362343827,F49C12.9; 0.364172157136
F53C11.4; -0.220470519014,F56B3.11; 0.181524830555,F52B11.2; 0.621478840827
F53H1.3; -0.510922236786,F56C9.3; 0.0519226516737,F52C12.2; 0.527936640071
F53H4.4; -0.346370896318,F56C9.6; 0.0339331467705,F52C12.3; 1.16690434629
F54D10.5; -0.451449074684,F56D2.2; 0.192889223537,F52H2.5; 0.544504556103
F54D11.4; -0.325509215238,F56D2.6; -0.0407559877796,F52H3.2; 0.228350802966
F54D5.5; -0.547317053578,F56D5.5; 0.064316162973,F53A2.7; 0.35193987631
F54D5.7; -0.721597519526,F56F11.4; -0.0733716287937,F53C11.3; 0.364306105001
F54D7.2; -0.381661429643,F56H1.7; -0.0636780200509,F53C3.13; 0.463293683597
F54H12.5; -0.450509201019,F57C9.7; -0.164754582252,F53E10.6; 0.867696602015
F55A12.5; -0.364128793489,F58A4.6; 0.066346824913,F53F1.2; 0.773894671813
F55D12.5; -0.333552974931,F58B3.4; -0.100089111618,F53F1.3; 0.382272881307
F55F8.3; -0.641979724527,F58B3.7; 0.0565108594723,F53F10.3; 1.04302498524
F55F8.9; -0.302888719644,F58E10.3; 0.0376995894392,F53F4.10; 0.407781922445
F55G1.7; -2.1267057099,F59A3.12; 0.13463766816,F53F4.3; 0.841812224863
F55H2.7; -1.27163107848,F59A3.3; -0.0429008065362,F53F8.3; 0.38515458281
F56A8.4; -0.532555752852,F59A3.4; -0.0537602504035,F53H1.1; 0.943524499889
F56A8.8; -1.0731169891,F59A6.5; -0.0297280106823,F54A3.5; 0.946744744079
F56B3.4; -0.278022566947,F59C6.5; -0.132154366716,F54B11.5; 1.4734174636
F56C9.10; -0.333884104458,H02I12.5; 0.132705810408,F54C4.1; 1.16047915458
F56D12.6; -0.692263747385,H04M03.3; -0.12678596704,F54C4.4; 0.751169569685
F56H1.6; -0.271036133265,H05C05.2; 0.0796322249966,F54D10.7; 0.763693607534
F57B10.4; -0.20553370332,H06O01.2; -0.0674647088358,F54D12.4; 1.38303413889
F57B10.5; -0.328379063883,H14A12.3; 0.0292715882505,F54D5.2; 0.943480257301
F57C2.5; -0.526336938411,H19N07.1; 0.0991043909428,F54D7.6; 1.06701380224
F57C9.1; -0.445589980109,H20J04.9; 0.138611719614,F54D7.7; 1.80328109102
F57C9.4; -0.728530900419,H24K24.3; -0.163900893304,F54E12.2; 1.55221985108
F58E10.1; -0.477737817983,H25P19.1; -0.186440307114,F54F2.9; 0.539868600468
F58G1.2; -0.644394291426,H28O16.1; 0.188982479637,F54F7.6; 0.334114683136
F59A3.1; -0.762641312524,H28O16.2; 0.104538644242,F55A11.8; 0.567405918198
F59B2.3; -0.473108556679,H35B03.2; 0.0910756393761,F55A12.10; 1.06433251296
F59E10.3; -0.220735268067,H40L08.1; -0.0351933374138,F55C12.5; 0.252867973821
F59E12.11; -0.217948201745,K01D12.6; 0.0715567422437,F55G1.6; 0.333107677823
F59E12.1; -0.327395904948,K01G5.5; 0.0971765283031,F56A11.5; 0.251522673329
F59F4.2; -0.227259931304,K02B12.2; 0.168992456727,F56B3.8; 0.621034042835
F59G1.8; -0.278455985584,K02B12.5; -0.116868597275,F56C11.5; 0.547401083767
H01M10.1; -0.318045196724,K02B2.1; 0.0433990277297,F56C9.11; 0.428578071034
H06I04.3; -0.427118562095,K02B2.3; 0.162954489648,F56D1.1; 0.265505035096
H17B01.4; -0.549314727044,K02C4.3; -0.17231461296,F56D1.3; 0.977268286687
H20J04.2; -0.787994629473,K02F6.7; 0.0484283924419,F56G4.4; 0.338985171057
H24G06.1; -1.98158281849,K03B4.2; -0.0604360716224,F56G4.6; 0.725599133189
H27A22.1; -0.441695298993,K04F10.3; 0.0441969605575,F57B10.14; 1.07185627363
H27M09.1; -0.58655987002,K04F10.7; 0.0740151025818,F57B10.3; 2.61837101955
H28G03.1; -0.396405829479,K04G2.6; -0.192801319032,F57B10.8; 0.289113385154
H31G24.3; -0.634227737937,K04G7.1; 0.0820513377618,F57B10.9; 0.241027799203
H34C03.2; -0.341923145552,K05C4.7; 0.115213492136,F58A4.9; 0.782986452083
H43I07.1; -1.02833357818,K07A1.1; -0.0590536290043,F58B3.6; 0.407963630205
H43I07.3; -0.560688754623,K07A12.1; 0.13799585527,F58F12.1; 0.556854120796
JC8.5; -0.560506061609,K07A12.4; 0.0488893535897,F58G1.1; 0.209347143114
JC8.7; -0.467194448923,K07C5.3; -0.125933145989,F58G11.3; 0.731817369185
K01C8.6; -0.997410197843,K07C5.6; -0.0351061738004,F58H1.3; 0.502352231026
K01C8.7; -0.262997452727,K07H8.10; 0.156126451738,F58H1.8; 0.223579256893
K01G5.9; -0.236917642902,K08A2.1; 0.165687229787,F59A2.5; 0.525341705308
K02B12.7; -0.224916989793,K08E4.6; -0.191672380997,F59A3.2; 0.6918607959
K02F3.12; -0.200849164995,K08F11.5; -0.0536465474867,F59B1.8; 1.69353744697
K03H1.13; -0.333557984567,K08F4.1; 0.037763756032,F59B2.2; 0.394839118583
K03H1.7; -0.446736318861,K08F4.2; -0.0581949501003,F59D12.5; 0.299329157291
K04C1.2; -0.962496105669,K08F9.4; 0.1996573214,F59E12.9; 0.374228112567
K04C1.3; -0.551533028553,K08H10.9; -0.107513057003,F59H5.1; 0.472677737143
K04C2.3; -0.235924692219,K09E9.3; -0.0394367630643,H04D03.2; 0.401552146106
K04G2.10; -0.386398303323,K09H9.2; 0.113793689257,H06H21.11; 0.620899408045
K04G7.11; -0.360483831795,K10C3.2; 0.0620826986914,H06I04.1; 0.901774147458
K05C4.5; -0.307051417199,K10C3.4; -0.0129546200791,H12D21.7; 1.05344741042
K06H7.7; -0.27525819364,K10C3.5; -0.0532509401412,H14A12.5; 0.755584602153
K07A1.15; -0.720185870207,K10H10.1; -0.114567946691,H14E04.2; 0.333603689553
K07A1.9; -0.753016032019,K11B4.1; 0.105336928608,H19N07.3; 0.337116692282
K07A12.7; -0.229280127397,K11G12.6; -0.00932951642402,H21P03.2; 0.342487318766
K07B1.4; -0.409756620017,K12H4.3; -0.194219765622,H25P06.1; 0.602903546237
K07B1.7; -0.323143970341,LLC1.3; 0.116968250056,H28G03.2; 0.976437329815
K07C5.2; -1.88867180011,M01G5.3; 0.0141006226525,H43I07.2; 0.278856870744
K07E3.2; -2.00950584872,M03F8.3; 0.0615054888778,JC8.2; 0.21100250067
K07E8.7; -0.381915280158,M04F3.5; 0.0583697396147,K01G12.3; 0.826859987149
K07F5.12; -0.355316827843,M05B5.4; 0.0194095054759,K01G5.8; 0.961937421241
K07H8.2; -0.252444364147,M05D6.2; -0.193585073721,K02D10.1; 0.338164782502
K08E3.4; -0.241001725366,M05D6.5; -0.000880222176677,K03A1.2; 0.415526403984
K08E4.2; -0.293668034975,M110.3; -0.0723866524515,K03B4.1; 0.953411462861
K08F8.1; -0.415279331425,M151.7; 0.0628981920542,K04C2.2; 1.14992806509
K09A11.1; -1.40587971985,M176.2; 0.0444580498822,K05B2.2; 1.19516408844
K10D2.1; -0.499683935938,M18.8; -0.0258917759167,K05C4.2; 1.03209149282
K10D2.5; -0.281519319471,M199.2; -0.183814411884,K06A5.1; 0.361238643898
K11D12.5; -0.655916764846,M57.2; 0.125878330334,K06H7.3; 0.362549082731
K11G12.5; -0.807726461253,M88.7; 0.0811974496302,K07A1.10; 0.378950816863
K12C11.1; -0.512540460913,R02D3.4; 0.137041771513,K07A1.17; 0.30670357209
K12D12.5; -0.341229454165,R02D3.7; -0.163938007817,K07A12.2; 0.405353810129
K12H4.4; -0.398317784453,R02F11.4; -0.0415286748309,K07B1.6; 1.40581092856
K12H6.6; -0.797153528172,R02F2.1; 0.109386563211,K07C5.4; 0.372005247349
K12H6.7; -3.69694188489,R02F2.4; -0.158238745347,K07E3.1; 0.764563507279
M01E11.2; -0.229861498897,R04A9.5; -0.015422130107,K07F5.14; 0.776765666251
M01E5.2; -0.861662440494,R04D3.2; -0.0616487275307,K07G5.6; 0.230670698361
M01E5.3; -0.542396076487,R04F11.3; 0.0396065210418,K07H8.1; 0.534594250973
M01E5.4; -0.479068953134,R05D11.6; 0.12671902789,K08A2.4; 0.46538105326
M01F1.4; -0.707545860232,R05D11.7; 0.0979786352719,K08D12.3; 0.518659227023
M02B1.3; -0.343942553317,R05D11.9; 0.0106785972933,K08E3.5; 0.279561794943
M03B6.4; -1.18819719668,R05D3.12; 0.0162406825465,K08E4.3; 0.244704549157
M03C11.7; -0.397601687633,R05D3.2; 0.0410097223156,K08F4.3; 1.14765950036
M03C11.8; -0.293794193805,R05D7.4; 0.112690745646,K08H2.3; 0.942381895223
M04B2.2; -0.543287998815,R05G6.7; -0.10264455324,K09E4.2; 1.12315043125
M05D6.6; -0.931044205882,R05G9.3; -0.0145695881416,K10B2.4; 0.390659059653
M106.3; -1.24806010564,R07B7.8; -0.138583061035,K10C8.3; 0.223350307481
M106.4; -0.227688567075,R07E5.11; -0.0713231279046,K11B4.2; 0.804745815564
M18.3; -0.65007206588,R07E5.1; 0.184265065958,K11H12.8; 0.655125580112
M18.6; -0.439151082596,R08B4.3; -0.183579325984,K12H4.2; 0.824257064215
M70.4; -0.60219704227,R08C7.2; -0.115537215909,K12H4.5; 0.491843341319
M88.5; -0.711124092125,R08D7.4; 0.176184868871,M01A10.1; 0.593914651639
R01B10.6; -0.202275279751,R09B3.3; 0.177548681035,M01B12.4; 0.21570748145
R02D5.8; -0.623362620947,R09F10.3; -0.159071371858,M01E11.1; 1.64607284962
R02F2.7; -0.880117846946,R09F10.8; 0.140367695461,M01E11.3; 0.72297080369
R03A10.1; -0.443846124005,R102.5; -0.111384294776,M01F1.8; 0.221537378826
R03D7.1; -0.257223817935,R11A5.4; 0.0857865136503,M01H9.3; 0.392971863311
R03D7.4; -0.27981147414,R11A8.2; -0.119439958201,M02B7.2; 1.11258822554
R03E1.2; -0.223327888412,R11H6.2; 0.140094787252,M02B7.5; 0.982681569407
R04F11.5; -0.393490981852,R11H6.5; -0.0180239792535,M02B7.7; 0.592085850354
R05D7.5; -0.643177991678,R12C12.5; 0.0491412443882,M04F3.4; 1.56802330163
R05G6.4; -0.553435410526,R12C12.7; 0.168607649576,M106.7; 1.03198288344
R05H10.2; -0.207780371971,R12E2.1; 0.0942223017528,M28.5; 0.884296266126
R05H11.1; -0.795182422003,R12E2.2; -0.10822112971,M60.6; 1.26161180787
R05H5.5; -0.578307735476,R13A5.7; -0.0547559073174,M88.2; 0.703593001696
R06C7.5; -0.249701781665,R144.10; -0.147262536054,MTCE.11; 0.339365641075
R06F6.8; -0.202803299876,R144.6; -0.149456656572,MTCE.12; 0.894218481125
R07E4.5; -0.221945804981,R148.4; -0.0714890918043,MTCE.16; 0.311526210113
R07H5.3; -0.632553100917,R151.2; -0.00148695336425,MTCE.23; 0.627947382957
R08D7.2; -0.311018722749,R151.7; 0.025811720471,MTCE.25; 0.242717507748
R08E3.3; -0.511445829898,R166.2; -0.198673496846,MTCE.26; 0.364726604882
R107.2; -0.57048877841,R186.7; 0.163183251451,MTCE.31; 0.678924019178
R107.5; -0.361529773902,R31.2; 0.128027660418,MTCE.33; 0.915968669187
R10D12.12; -0.241469174845,R53.1; -0.0737418730824,MTCE.35; 0.352670996282
R10D12.8; -1.18617524559,R74.7; 0.0931696847757,MTCE.3; 0.522344094305
R10E4.1; -0.756713713049,R74.8; -0.0111904182086,MTCE.4; 1.2260005682
R11A8.5; -0.382890923639,T01B7.6; -0.184373821884,MTCE.7; 0.576669408932
R11A8.7; -0.559282346246,T01D3.5; -0.161382927524,R02D3.3; 0.296934407082
R151.6; -0.269839860255,T01E8.5; 0.0782029233183,R02D3.8; 0.384528547047
R166.3; -3.39236324787,T01G9.2; 0.110877818597,R02F2.9; 0.40149845961
R166.6; -0.535355190211,T01H3.2; -0.165920195707,R03G5.6; 1.04138511369
R17.2; -0.458555662304,T02C12.2; 0.0402340801097,R04D3.3; 0.217892347544
R53.2; -1.11309371003,T02E1.2; -0.0740096297322,R04D3.4; 0.208276871549
T01C3.9; -0.673912184856,T02G5.11; 0.025516640196,R04E5.8; 0.280565669564
T01G1.4; -0.663622275329,T02G5.12; -0.0521667199297,R04F11.2; 0.242049528244
T01H3.3; -0.222504211853,T02G5.3; 0.0147146299596,R05D11.4; 0.205642602463
T02G5.7; -0.471991372702,T03F1.8; 0.0580952711587,R05D11.5; 0.751323163718
T03F1.12; -0.859499979252,T03G11.6; 0.132281503673,R05D3.8; 0.341745943164
T03F1.7; -1.1500980367,T04A8.6; -0.00316450127082,R05F9.1; 0.925261900342
T03F6.3; -0.256517100952,T04A8.8; 0.119892691372,R05F9.6; 1.27999250007
T03G11.4; -1.57590950218,T04C9.1; -0.12477036819,R05F9.9; 0.592737046422
T04A8.11; -0.603974609374,T04F8.6; -0.0947852912955,R05H10.3; 1.10309731031
T04F8.2; -0.39219661759,T04H1.2; 0.0737355929938,R05H5.3; 0.227430886393
T05A12.4; -0.846579169917,T04H1.5; 0.0145738041415,R06A4.2; 0.365728790776
T05E8.3; -0.866884106329,T05A12.3; 0.127159514384,R06C7.1; 0.280463102912
T05F1.13; -1.69787374922,T05E7.3; -0.00535295700586,R06C7.2; 0.880608961251
T05F1.4; -0.241231867021,T05F1.2; 0.089401826346,R06F6.12; 0.771041721273
T05G5.4; -0.296166307241,T05H10.4; 0.113966638739,R07B7.10; 0.556106137232
T05H10.1; -0.585273852302,T05H10.6; -0.185275876647,R07B7.2; 0.410304542311
T05H4.11; -0.656069722853,T05H4.10; 0.188609786402,R07E4.3; 1.98009894827
T05H4.6a; -0.368431910002,T06D10.2; -0.166463095754,R07E5.13; 1.27778412092
T06D8.5; -0.777766969815,T06D8.7; -0.134572739825,R07E5.7; 0.475841541855
T07A9.10; -0.858458468733,T07C12.12; -0.187912065247,R07G3.7; 0.278456279985
T07A9.9; -0.209328074956,T07C12.14; -0.0275724768659,R07H5.8; 0.28914517311
T07C4.12; -0.526853168598,T07C4.3; 0.0184615974761,R08D7.1; 0.55867084309
T07F10.3; -0.279535712759,T07D4.5; 0.0379759414858,R08D7.5; 1.05138134883
T08A11.1; -0.805632447211,T07F12.2; -0.181865042605,R09A8.2; 1.15286619858
T08A11.2; -0.203470214695,T08B2.5; 0.186503493731,R09B3.2; 0.65092616873
T08B2.11; -0.723617200952,T08B2.7; 0.0644030557918,R10D12.14; 0.23000701181
T09A5.15; -0.910189926888,T08G11.4; 0.138697022465,R10E12.2; 0.214048353494
T09A5.5; -1.36426433472,T09A5.8; 0.0264221100163,R10E4.11; 0.724603383483
T09B4.1; -0.701847041492,T09B9.1; -0.0866178415193,R10E4.9; 0.213492677733
T09B4.2; -0.385970315375,T09B9.4; -0.0692450017062,R10E9.3; 0.532599335652
T09B4.5; -0.474112523294,T09F3.5; 0.117422941623,R10H10.7; 1.91302412508
T09B4.9; -0.350069339686,T10B10.3; -0.0390628300559,R11.1; 1.87864113932
T09E8.1; -0.323415101315,T10B11.2; -0.140269288488,R119.1; 1.44790387311
T09E8.3; -0.793489918144,T10E9.1; -0.163925308041,R119.3; 1.95290991968
T09F3.2; -0.396499122544,T10E9.2; 0.176464791451,R11D1.10; 1.05590342631
T10B11.8; -0.445674133467,T11G6.8; -0.18805489878,R11D1.1; 0.699189736496
T10B5.3; -0.237948230114,T12A2.2; -0.052798896505,R11D1.9; 0.886721890258
T10C6.6; -0.566416505716,T12C9.7; 0.199037198516,R12C12.6; 0.505126557036
T10F2.2; -0.734516217038,T12E12.2; 0.195510863384,R12E2.11; 0.663021662554
T10F2.4; -0.449179966385,T12F5.1; 0.0366109089231,R12E2.13; 0.597073567925
T11F8.1; -0.549502941553,T13C2.6; 0.196738830259,R144.3; 0.491948231522
T11G6.2; -0.991761364554,T13F2.6; -0.00337621331865,R144.5; 0.419910377431
T11G6.5; -0.309592760713,T13H5.4; 0.0721066535787,R148.3; 0.521582419002
T12A2.3; -0.983647089745,T13H5.8; 0.0468891106436,R151.10; 0.536273265371
T12E12.1; -0.21023699553,T14B4.2; 0.169519850677,R151.8; 0.205931069951
T13C5.6; -0.574816708038,T14B4.3; -0.186085008704,R186.3; 0.860538787768
T14F9.2; -1.03871787214,T14G10.7; 0.0508291338812,R53.4; 0.656430536131
T15H9.2; -0.298288509645,T19B10.6; 0.0822239473979,R53.5; 0.503582713966
T16G1.9; -0.465026217787,T19B4.3; 0.151853120824,R53.6; 1.01933383514
T16G12.4; -1.429078114,T19H12.2; 0.140345285336,R74.6; 0.651817629122
T16G12.6; -0.482351087559,T19H5.4; 0.15079546215,T01B7.5; 0.238108047158
T16G12.8; -0.205381493543,T20B12.1; 0.196261631191,T01C3.2; 1.1104887622
T16H12.11; -0.735409803566,T20D3.5; 0.180191200839,T01C3.3; 0.701219312661
T16H12.4; -0.808018682852,T20D3.8; 0.0128422480211,T01E8.6; 1.16954340579
T18D3.1; -0.2119283406,T20F5.7; 0.192396431983,T01G5.7; 0.851373224087
T19A6.1; -0.338437748907,T21B10.3; 0.0979371386162,T02C12.3; 0.404005985847
T19A6.3; -1.42754479219,T21B10.4; -0.14800009556,T02G6.5; 0.568755428249
T19B10.8; -0.709999729796,T21C9.1; 0.0469964751234,T02H6.11; 0.36938413302
T20B12.3; -0.341968203423,T21C9.4; -0.129611975468,T02H6.1; 0.980165720744
T20D3.3; -0.464086956879,T22C1.4; 0.100805386073,T03D3.5; 1.09635393367
T20F10.2; -0.518851099181,T23B12.4; 0.0184824316604,T03F1.1; 0.31835675461
T20F5.6; -0.573139001325,T23D8.3; -0.0970305136739,T04A8.7; 2.92265252554
T20H4.5; -0.272808621328,T23F11.4; -0.0095956472054,T04D3.1; 1.17455986443
T21B10.1; -2.2672901898,T23H2.3; 0.0522835854746,T04D3.5; 0.216760178672
T21C9.13; -0.210120283542,T24G10.2; -0.173091118055,T05A7.1; 0.726449420624
T22C1.11; -0.729324927166,T24H10.4; 0.176714480465,T05B9.1; 0.449427607993
T22C1.1; -0.477630380182,T24H7.2; -0.164714738164,T05E11.3; 0.208863620676
T22C1.3; -0.435177686657,T25B9.8; -0.0683690678022,T05G5.5; 0.310962166596
T22C1.6; -0.790780590041,T25B9.9; -0.0577811552134,T05G5.9; 0.236952674099
T22D1.3; -0.392882797025,T25E12.6; -0.180746143317,T05H10.7; 0.251761625881
T22D1.4; -0.33109724538,T25G3.3; 0.0998374135561,T05H4.5; 0.238105646605
T22F3.2; -0.210765786328,T26A5.2; 0.178193635422,T06A10.3; 1.50056400883
T22G5.3; -1.94723618023,T26A5.5; -0.0760738170425,T06D4.1; 0.235423700136
T22H9.1; -0.671892988317,T26E3.4; 0.0960346646463,T06D8.9; 0.485730519466
T23B12.1; -0.225342515351,T27F6.4; 0.108113282705,T06E6.1; 0.551037519987
T23B12.3; -0.428894450024,T27F7.1; 0.101387496975,T07A9.15; 0.36331562182
T23B3.1; -0.20848928954,T27F7.4; -0.145089664232,T07A9.8; 0.459267205451
T23B5.3; -0.281847067339,T28A8.4; 0.181847028062,T07D3.9; 0.705824329754
T23D8.7; -0.285608148226,T28A8.6; 0.0701991760091,T07E3.3; 0.516330749478
T23G11.4; -0.522618463177,T28D6.6; -0.095872989008,T08B2.8; 0.336604097136
T23G11.7; -0.212527486241,W01A8.5; 0.0210681767122,T08G11.1; 0.852812926009
T23G5.2; -0.447023207625,W01G7.4; 0.134544040842,T09A5.7; 0.742109296531
T23G7.2; -1.20128276029,W02A11.1; 0.0776428353664,T09A5.9; 0.230448036001
T24B1.1; -1.16473137481,W02B12.10; 0.0371354265987,T10B11.6; 0.331875669579
T24B8.3; -0.604782665424,W02F12.5; -0.140594404973,T10C6.10; 1.03727521171
T24D1.2; -0.50740705345,W03C9.2; -0.139519874628,T10C6.5; 0.659488088512
T24E12.11; -1.37982734884,W04B5.4; -0.0254170719749,T10F2.5; 0.265427392416
T24E12.1; -0.387918891991,W04B5.5; 0.012727599838,T12A2.7; 0.418858786244
T24F1.2; -0.533004780014,W04D2.4; 0.107777467381,T12B3.4; 0.554668212538
