Left Cell Higher; logFC,Same Level; logFC,Right Cell Higher; logFC, ,Criteria:, p = N/A, medRPKM = 25.0, logFC Threshold = 0.2
F55F8.2; -2.2467015787,taf-12; 0.15372266405,F21D5.2; 0.930637443394
F55G1.6; -1.7339627973,tag-189; 0.197633319662,F21F3.7; 0.54765331631
F56A8.5; -0.308170729308,tag-30; 0.0566230571911,F21H12.1; 0.68041110462
F56A8.8; -3.919210258,tag-320; 0.153195021059,F22B5.10; 1.67185421416
F56C9.11; -3.36632708792,tam-1; 0.0410409167347,F22F7.1; 0.560953990756
F56D1.1; -1.06174327126,tat-5; -0.0507410895428,F22G12.5; 3.80569300297
F56D5.5; -0.587395077946,tba-1; 0.0222525512503,F23B12.5; 0.326699703793
F56F11.4; -0.688131588649,tbb-2; 0.100564175127,F23C8.9; 0.293761556443
F56H1.6; -0.662322282521,tbc-10; 0.158340929179,F23H11.2; 5.95883419975
F57B10.14; -2.18015517204,tim-1; 0.191312936591,F23H11.3; 5.44397312156
F57B10.5; -2.42963930437,tlk-1; 0.0757162860771,F25B3.6; 0.685957621978
F58A4.2; -5.20180514814,top-2; -0.0436003712966,F25B5.2; 5.15934645869
F58A4.6; -0.589179009684,trt-1; -0.0910159269276,F25B5.3; 0.4041907355
F58A4.9; -4.4634707743,ubc-20; 0.102753190469,F25H5.5; 2.72592855211
F58E10.3; -2.20282839234,ubc-25; -0.140214120028,F25H9.6; 3.65568822967
F58F12.1; -0.226270040925,ubc-9; -0.0195326890182,F25H9.7; 1.04207084565
F59A2.5; -1.08559712035,ugt-28; 0.013067651576,F26A1.1; 0.233943410484
F59A3.12; -1.58079436343,ula-1; -0.068964402437,F26B1.2; 1.23707090317
F59C12.4; -1.40123303333,unc-32; -0.00729085347937,F26F4.5; 3.06773685918
F59C6.5; -0.994851503308,unc-76; 0.119867452949,F26G1.1; 1.78052690842
F59E12.11; -0.700954868176,unc-94; 0.121165799767,F26G5.1; 9.35866607747
F59G1.8; -1.68227901075,use-1; 0.068691263753,F27C1.2; 1.12508253175
H06H21.11; -0.955590299497,usp-14; 0.0692510324367,F27C1.6; 1.56282724353
H06I04.3; -5.94385285195,vem-1; -0.0836141088104,F27D4.1; 4.08656414734
H14A12.3; -0.853257839091,vha-17; 0.114820753134,F27D4.4; 0.506167008228
H21P03.2; -1.43729587564,vha-1; 0.183298270851,F27D4.8; 1.56326911165
H27M09.1; -0.455843432869,vha-2; -0.00432132256077,F28B3.5; 3.28176122418
H28O16.2; -1.66910575818,vha-3; 0.196552136839,F28B3.6; 7.92015544661
K01A11.2; -9.87136416028,vhp-1; 0.101820544971,F28C1.1; 2.66610619372
K01C8.7; -1.4489207697,vrk-1; -0.0239590088871,F28C1.3; 0.935724244256
K01G5.5; -1.01674570187,wht-2; 0.0230746115434,F28C10.3; 4.07203653241
K01G5.8; -2.46737292016,xbp-1; 0.162534781064,F28D1.2; 4.91894648343
K02B2.3; -2.90926117028,xnp-1; -0.0985581270945,F28F8.5; 6.67879517172
K02D10.1; -2.74525998285, ,F28H1.1; 0.487421163186
K04G2.10; -1.29232433816, ,F28H6.4; 5.40059043834
K05C4.7; -1.00233817754, ,F29A7.6; 1.65174457465
K07C5.4; -2.4955555419, ,F29B9.2; 0.630188304117
K07F5.14; -0.264158074103, ,F29G9.2; 2.37831432213
K07H8.10; -1.12115699062, ,F30A10.1; 7.69032806007
K08F4.2; -0.923546138995, ,F30B5.4; 9.56474921379
K08H2.3; -2.56553717257, ,F30F8.1; 0.922493888039
K10B2.4; -2.21803030323, ,F30F8.5; 0.343435210341
K10C8.3; -1.19376752093, ,F30F8.9; 5.19545283071
K11B4.2; -0.413960326974, ,F31A3.5; 0.56553282248
K11H3.3; -1.09464401884, ,F31C3.2; 6.51835999712
K12H4.3; -1.0586523212, ,F31D4.2; 1.57817494042
K12H4.4; -0.228710401684, ,F31E3.4; 1.93640834405
K12H4.5; -0.242634408949, ,F32B6.2; 1.11185170085
M01E5.4; -1.80161138815, ,F32B6.3; 0.816454004505
M01F1.3; -4.75110472522, ,F32E10.6; 0.866139015279
M01H9.3; -0.470752829457, ,F33A8.4; 0.937855479148
M03C11.2; -2.59081229848, ,F33D11.10; 1.56562649651
M151.7; -1.49123181341, ,F33D11.12; 5.43278457679
M176.14; -0.783437862299, ,F33D11.9; 0.474267194078
M28.5; -1.80599798399, ,F33D4.4; 2.88125172127
MTCE.11; -0.723362155674, ,F33D4.7; 1.01664447858
MTCE.12; -1.67407095301, ,F33G12.2; 2.32932459862
MTCE.16; -0.730727670734, ,F33G12.5; 1.79814170818
MTCE.23; -2.5328441625, ,F33H1.3; 0.803225472268
MTCE.25; -1.83924441543, ,F33H1.4; 4.51365574549
MTCE.26; -0.960433803888, ,F33H2.2; 0.695666067648
MTCE.31; -1.71519750645, ,F35G12.11; 3.39506781212
MTCE.33; -0.859522794359, ,F35G12.2; 0.233661592413
MTCE.34; -1.75150190638, ,F35G12.4; 5.54299842333
MTCE.3; -1.6236843355, ,F35G2.2; 5.52205499088
MTCE.4; -1.33901137474, ,F35H10.5; 1.041111589
MTCE.7; -1.87261486579, ,F35H12.4; 3.27323625623
R01B10.6; -1.6959979802, ,F36A2.13; 0.681804878282
R02D3.3; -1.90598084216, ,F36A2.9; 2.96494078325
R02D3.7; -1.77346835002, ,F36D4.5; 2.92761766977
R02F2.9; -0.340531194344, ,F36H2.2; 1.84967136804
R03D7.1; -0.568127373675, ,F37A4.1; 3.03021924223
R04F11.2; -0.344888870151, ,F37B4.10; 0.980001776689
R05D11.4; -0.500779419074, ,F37C12.1; 0.929816743837
R05D11.7; -0.322646106134, ,F38A5.2; 1.09622770958
R05D11.9; -2.86422624844, ,F38A5.7; 3.64064173607
R05G6.4; -0.71291782876, ,F38B7.3; 5.14644414465
R05G6.7; -0.621954692665, ,F39B2.1; 1.36593313334
R05H5.3; -0.514095172655, ,F39G3.3; 1.3552181459
R07B7.2; -0.490785363331, ,F39H2.3; 1.21706301968
R07E5.7; -0.470305042664, ,F40A3.3; 0.714751789626
R07H5.8; -0.52054115678, ,F40E10.6; 9.79910275399
R08D7.1; -0.773201239021, ,F40F11.3; 1.13670942054
R08D7.5; -2.62431442743, ,F40F8.11; 1.26613210597
R09B3.2; -1.10720311246, ,F40F9.7; 1.13214551813
R09B3.3; -1.33201335528, ,F41C3.4; 5.47793715762
R09F10.8; -1.94858559625, ,F41E6.9; 0.448440618068
R10D12.14; -0.930607371997, ,F41G3.6; 0.63324083234
R11A5.3; -0.294932817479, ,F41H10.4; 1.34513586453
R11A8.2; -0.282235798807, ,F42A10.5; 0.729397191896
R11A8.7; -1.61849507869, ,F42G8.10; 0.46248497416
R11H6.2; -0.270074055104, ,F42G9.6; 2.72198270154
R12C12.6; -0.379952277132, ,F43D2.1; 0.74079925762
R12E2.17; -1.53530750043, ,F43E2.7; 1.86455378716
R144.6; -3.90124303048, ,F43G6.7; 5.02435211302
R148.4; -0.416595218427, ,F43G9.1; 1.21798024135
R151.8; -2.04427993964, ,F43H9.3; 3.07987657266
R166.2; -1.4401362766, ,F44E2.7; 0.48810098163
R31.2; -1.26719403783, ,F44E2.8; 0.668462167248
R53.4; -1.40333741621, ,F44E7.2; 1.30630380975
T01C3.2; -3.04449426478, ,F44E7.5; 0.424307159178
T01E8.6; -2.56707412099, ,F44E7.9; 7.49950515734
T01G1.4; -1.78407550953, ,F44G4.1; 1.62686747436
T01G9.2; -2.85045271067, ,F44G4.3; 1.162585398
T01H3.3; -0.422364970355, ,F45C12.15; 3.39413393098
T02C12.2; -3.35655569421, ,F45F2.10; 0.911768148401
T02G6.5; -1.68246464496, ,F45G2.10; 0.693741670436
T02H6.11; -1.61796557934, ,F45G2.4; 0.565292245648
T02H6.1; -0.575151868011, ,F45H10.3; 1.5086330809
T03F1.8; -2.63696542852, ,F45H11.8; 7.83573828626
T03F6.9; -2.84962023239, ,F46B6.12; 10.7732719686
T04A8.8; -1.90864581656, ,F46C5.9; 0.397916288599
T04F8.3; -1.74222067249, ,F46F11.10; 1.05756980387
T05G5.5; -2.88079498271, ,F46F11.6; 0.667229418242
T05H10.1; -0.70748159333, ,F46F11.8; 1.32429862139
T06D8.9; -0.710219402475, ,F47D12.9; 0.293410431479
T07A9.15; -1.12533865031, ,F47G9.1; 0.874100758997
T07A9.8; -0.93934283948, ,F48E8.3; 6.58454539849
T07A9.9; -1.10982514783, ,F48E8.6; 0.645183987274
T07F10.3; -2.94486670832, ,F48F7.6; 0.951961025071
T07F12.2; -0.64631838391, ,F49E8.2; 0.719408752932
T07F8.4; -2.5452001748, ,F49E8.7; 3.25560323435
T08B2.7; -1.18108418882, ,F52A8.1; 2.20999807011
T08G11.1; -1.64581742276, ,F52A8.6; 2.03982450748
T09A12.5; -2.54298870491, ,F52C12.1; 0.951844140834
T09A5.9; -1.02185149218, ,F52C12.2; 8.59497345105
T09F3.2; -2.19807437726, ,F52G3.4; 5.65336518739
T10B11.7; -4.55587908905, ,F53A2.7; 0.822895857462
T10B5.3; -0.883133377244, ,F53C11.3; 1.48577160736
T10C6.5; -2.10913424198, ,F53C11.4; 2.5582673515
T10E9.2; -0.533308577181, ,F53E4.1; 0.361033261097
T10F2.5; -2.25670305934, ,F53F1.2; 0.252308500852
T11F8.1; -1.31709129903, ,F53F4.11; 0.35346258179
T11G6.8; -2.46126880253, ,F53F4.16; 6.94503512258
T12A2.7; -1.56067106099, ,F53F4.3; 2.09309951987
T12B3.3; -3.12057597713, ,F53F8.3; 1.01098002634
T12D8.6; -0.40782251843, ,F53H2.4; 2.16443313292
T12G3.5; -1.88222896698, ,F54C4.1; 1.52236711731
T12G3.6; -0.336399397374, ,F54C4.4; 4.33281963408
T12G3.7; -3.26457397241, ,F54C8.4; 1.00857662283
T14B4.2; -0.486008579376, ,F54C9.9; 4.86126080013
T14B4.3; -0.213282227163, ,F54D10.5; 3.50962825169
T14G10.5; -0.299554275156, ,F54D5.11; 0.365153746686
T16G12.4; -1.77955321395, ,F54D5.12; 1.21080493375
T16H12.4; -1.14620985121, ,F54D5.7; 1.0108359389
T19B10.8; -0.373612548163, ,F54D5.9; 0.897760643296
T19H12.2; -0.217786810883, ,F54D7.2; 2.53763985688
T19H5.4; -0.427259390229, ,F54E12.2; 4.16525043249
T20D3.5; -2.02956499977, ,F54H12.5; 1.89297892793
T20G5.4; -1.6515493867, ,F55A11.1; 1.42130971111
T21C9.1; -0.841735265563, ,F55A12.5; 3.00683569781
T21C9.4; -0.90482355137, ,F55B12.4; 0.368062219621
T22B11.5; -1.95445210325, ,F55C12.5; 1.41551267747
T23B12.1; -1.20027463865, ,F56A8.3; 1.91271638769
T23D8.3; -1.83774365116, ,F56B3.4; 0.259369022193
T23D8.7; -0.860302870013, ,F56C11.5; 5.01219543827
T23F2.5; -1.91406776964, ,F56C9.10; 2.3752053546
T23G5.2; -0.542976416254, ,F56C9.3; 1.32238560827
T24B8.2; -4.50826211125, ,F56D2.2; 3.33134288907
T24C2.2; -0.771706299156, ,F56D2.6; 0.617246901733
T24F1.2; -1.88136651166, ,F56G4.4; 0.262059846949
T25B9.9; -1.47520337555, ,F56H1.7; 1.04273617139
T25E12.6; -1.76314398851, ,F57B10.3; 6.48331523155
T25G3.1; -0.863946624148, ,F57B10.4; 1.29650591311
T25G3.3; -0.300139884721, ,F57C2.5; 2.59959563936
T26A5.8; -2.2810839947, ,F57C9.7; 1.75827997296
T26A8.4; -0.96265233782, ,F58B3.4; 0.47524530369
T26C12.1; -1.42946263386, ,F58B3.6; 1.01882844542
T27A3.2; -2.38676482011, ,F58E10.1; 3.53094237091
T27F6.4; -1.01565983467, ,F58G1.1; 2.25210845536
T27F6.6; -1.81882485727, ,F58G1.2; 2.39096675154
T27F7.1; -0.637405513337, ,F58G11.3; 1.92624031308
T28A8.3; -0.385461411447, ,F58H1.8; 8.95387455277
T28D6.6; -2.72591082059, ,F59A3.2; 0.435556216701
T28D9.1; -2.0104678553, ,F59A3.3; 0.611015003653
T28D9.4; -2.22414176671, ,F59A3.4; 1.63762104158
VF13D12L.1; -4.32050282156, ,F59B2.3; 1.03123672129
W01A8.5; -0.387761224852, ,F59E12.1; 0.251120143037
W01G7.4; -1.59631376457, ,F59E12.9; 1.34777874817
W02A11.1; -3.41171833429, ,F59H5.1; 0.4191723987
W02B12.10; -0.765805944924, ,H04M03.3; 1.13833801334
W02D9.2; -1.07001174828, ,H05C05.2; 6.11722513095
W02F12.5; -0.289412995751, ,H06I04.1; 1.25375646303
W03C9.2; -0.544771704503, ,H19N07.1; 2.92918610492
W04B5.5; -0.70380067412, ,H20J04.2; 2.23323464159
W04C9.2; -1.78625804264, ,H25P06.1; 1.84558549953
W04C9.4; -3.03117271099, ,H27A22.1; 0.942068215397
W04G3.5; -0.864939187367, ,H34C03.2; 0.546981353186
W05F2.3; -1.34733214278, ,H35B03.2; 2.63631354648
W06B4.1; -0.339993199102, ,H40L08.1; 1.60658164822
W06D11.1; -0.691224409521, ,H43I07.2; 0.345871020169
W06D11.3; -0.670902354771, ,H43I07.3; 3.65727261598
W08E12.7; -1.01382038886, ,K01D12.6; 1.4440489046
W08F4.3; -0.298662021016, ,K01G5.9; 1.26631851816
W09C5.1; -3.51576136374, ,K02B12.2; 0.984062768937
W09C5.8; -0.485383882231, ,K02B12.5; 3.7898307505
W09G3.6; -0.62806980881, ,K02B12.7; 0.825741656873
WBGene00219800; -2.41717172367, ,K02B2.1; 1.0362138702
WBGene00219816; -2.1593512371, ,K04C1.3; 2.49822451792
WBGene00219849; -1.80192631988, ,K04C2.2; 8.79017635772
WBGene00235102; -1.95424527228, ,K04C2.3; 1.48486519696
Y105E8A.8; -0.465298423157, ,K04F10.3; 0.564089776419
Y105E8B.6; -2.24487827971, ,K04F10.7; 2.37776413236
Y106G6A.5; -1.32641917141, ,K04G2.6; 0.797492510665
Y10G11A.1; -3.70455131521, ,K04G7.1; 1.54066294872
Y10G11A.90; -2.29142898533, ,K05C4.2; 1.63460162038
Y110A2AR.3; -1.20251133336, ,K06H7.3; 1.06509906438
Y110A7A.15; -1.09405734852, ,K06H7.7; 1.79080965052
Y110A7A.8; -0.367712458713, ,K07A1.10; 3.57863441766
Y111B2A.2; -3.11536454677, ,K07A1.17; 0.313248079464
Y17G7B.20; -1.74040964037, ,K07A1.1; 1.17131309558
Y17G7B.4; -1.44651565146, ,K07A1.9; 0.903084378378
Y17G9B.5; -1.03137895356, ,K07A12.1; 0.41448750867
Y22D7AL.10; -0.932920144731, ,K07A12.2; 0.559745302053
Y23H5B.6; -2.96305943358, ,K07A12.4; 0.781417365832
Y25C1A.7; -0.36097143615, ,K07E8.7; 7.06699149079
Y32B12B.2; -0.757281915645, ,K07H8.1; 4.42257350946
Y32B12B.4; -1.75204891114, ,K07H8.2; 0.846737444433
Y32H12A.4; -0.399327594902, ,K08E3.5; 0.859224511134
Y37D8A.10; -3.44269358312, ,K08E4.2; 0.498744162258
Y37D8A.18; -1.9142521012, ,K08E4.6; 3.28904603879
Y37D8A.3; -2.02761093696, ,K08F11.5; 5.86343036075
Y37D8A.4; -2.53456205255, ,K08F9.4; 1.44753473915
Y37E3.1; -0.217229754613, ,K08H10.9; 1.88864127683
Y37E3.8; -2.15751421222, ,K09H9.2; 1.10727214151
Y37H9A.3; -1.40198708729, ,K10D2.1; 1.73961540168
Y38A10A.6; -1.69331130238, ,K10D2.5; 0.75684416947
Y38C1AA.12; -2.38866716887, ,K11H12.8; 1.18136657355
Y38F2AR.9; -2.65870837007, ,K12H6.6; 2.09562863045
Y39A1A.1; -0.541730563232, ,LLC1.3; 1.21087512021
Y39A1A.24; -0.737985978359, ,M01B12.4; 0.443084766632
Y39A1A.3; -10.9065481998, ,M01E11.2; 1.21901245675
Y39B6A.10; -2.12458273729, ,M01E11.3; 1.28546933561
Y39B6A.13; -2.10555270711, ,M01E5.3; 0.476783825382
Y39B6A.42; -2.07654878865, ,M02B1.3; 0.813115734729
Y39E4A.3; -2.92292141847, ,M02B7.7; 8.58249140816
Y39E4B.5; -1.43264802779, ,M03C11.7; 1.8454277948
Y41E3.11; -3.04508115306, ,M03C11.8; 3.06515974495
Y41E3.7; -1.12640898511, ,M05B5.4; 0.410233752315
Y42H9B.3; -1.66878023678, ,M05D6.2; 1.68008925827
Y44F5A.1; -0.363903587323, ,M106.4; 1.56054055011
Y45G12B.2; -1.09341271989, ,M106.7; 1.42784005361
Y47D3A.28; -1.39928628922, ,M110.3; 0.696097041852
Y47D3A.29; -0.773186859704, ,M18.3; 5.20719740785
Y47G6A.14; -4.63179184794, ,M18.6; 0.436014998414
Y47G6A.25; -0.558568139333, ,M18.8; 1.98027057672
Y47H9C.7; -0.792795667245, ,M88.2; 0.750501586065
Y47H9C.8; -0.511612874112, ,M88.5; 1.22556798807
Y48A6B.3; -1.20615784655, ,MTCE.35; 1.5243863514
Y48B6A.1; -3.12386085784, ,R02D3.8; 1.63515706023
Y48C3A.16; -3.14029624165, ,R02F2.4; 0.535528057615
Y48G1C.8; -1.04835844731, ,R03A10.1; 8.22643944077
Y48G1C.9; -2.33251685723, ,R03D7.4; 1.39012430325
Y49A3A.3; -0.262907255065, ,R04D3.2; 0.543980641375
Y49E10.4; -2.58902988406, ,R04D3.3; 1.29248301933
Y49G5B.1; -1.76535204654, ,R04E5.8; 2.02572364114
Y50C1A.1; -0.669475923902, ,R05D11.5; 0.302464937057
Y50D7A.3; -4.04818645391, ,R05D11.6; 2.04951616534
Y51F10.2; -1.05933567271, ,R05D3.12; 6.36540318269
Y51F10.4; -1.73663203917, ,R05D3.2; 1.52707039514
Y51H7C.3; -2.49144597776, ,R05D3.8; 2.54619867036
Y52B11A.8; -3.79936890795, ,R05D7.4; 0.92655754648
Y52B11A.9; -1.5906613245, ,R05F9.11; 1.65742876805
Y53C10A.6; -4.27152744694, ,R05F9.1; 0.460509516485
Y53C12A.3; -3.44682075989, ,R05F9.9; 0.340305121617
Y53C12B.2; -0.836643875734, ,R05H10.2; 0.610527289028
Y53G8AL.2; -0.935593340502, ,R05H11.1; 5.92183040642
Y53G8AR.2; -1.92962462923, ,R06C7.1; 1.1288570524
Y53G8AR.6; -3.34474112768, ,R07E5.11; 2.54972556488
Y54E10A.6; -1.38447897703, ,R07E5.1; 4.46402684494
Y54E10A.7; -2.08716559235, ,R07G3.7; 1.73437520708
Y54E10BR.3; -1.4286555526, ,R08C7.2; 1.00963290466
Y54E10BR.5; -0.630999138262, ,R08D7.2; 3.30856544803
Y54G11A.2; -3.29495558562, ,R102.5; 0.694913478023
Y54G11A.3; -0.453942771039, ,R107.5; 7.10948202732
Y54G2A.2; -0.389812311744, ,R10D12.12; 3.09461635092
Y55D9A.2; -0.93361431882, ,R10E4.9; 9.31809657736
Y55F3BL.2; -2.33678241396, ,R11A5.4; 3.65597355815
Y57A10A.13; -1.61438021349, ,R11A8.5; 0.74076878691
Y57A10A.27; -1.33906168785, ,R11H6.5; 1.94393403438
Y57A10A.31; -1.53592794149, ,R12C12.5; 2.54293915271
Y59A8A.3; -1.43146717017, ,R12E2.11; 0.57911375469
Y59A8B.10; -0.981200862342, ,R12E2.13; 1.80220140393
Y63D3A.8; -0.298687351706, ,R12E2.2; 1.14305455828
Y65B4BR.5; -1.01121463975, ,R12E2.8; 7.87265714757
Y66D12A.8; -2.7673709582, ,R13A5.7; 1.54379347224
Y67D2.2; -2.04006165456, ,R144.5; 2.07643049069
Y67D2.7; -1.01700198053, ,R148.3; 1.84891703716
Y67H2A.5; -1.34238077248, ,R151.10; 8.51112414527
Y69A2AR.21; -1.11314718339, ,R151.2; 0.309401086695
Y69A2AR.28; -1.41263051098, ,R151.7; 0.447147083831
Y69A2AR.7; -0.782001620842, ,R53.1; 1.56097374036
Y71F9AL.10; -0.517825291756, ,R53.6; 0.415168337156
Y71F9AL.17; -0.748428835089, ,R74.6; 1.46807070501
Y71F9AL.1; -0.716497796344, ,R74.7; 1.86016152887
Y71F9AL.9; -0.990498888717, ,T01B7.5; 0.230974795687
Y71F9AR.4; -8.66680681703, ,T01B7.6; 0.331072031668
Y71G12B.1; -0.481512047185, ,T01C3.3; 0.79611513468
Y71H2AM.12; -2.17917768956, ,T01C3.9; 0.492177103235
Y71H2AM.1; -2.71454937685, ,T01D3.5; 2.05506379822
Y71H2AM.4; -2.35365333194, ,T01E8.5; 4.85614424782
Y71H2AM.5; -2.12271942051, ,T02C12.3; 2.06798881096
Y71H2AM.9; -4.46905661851, ,T02E1.2; 6.43929384829
Y71H2B.2; -0.36729691028, ,T02G5.11; 0.783154924666
Y73B6BL.23; -2.08904509474, ,T02G5.7; 3.83285720641
Y73E7A.6; -1.26428102553, ,T03F1.1; 0.331683225921
Y73F8A.27; -0.545842155745, ,T03F6.3; 1.18294646939
Y75B8A.18; -1.87680977758, ,T03G11.6; 0.440446475793
Y75B8A.25; -1.42571170939, ,T04A8.7; 8.50332479077
Y82E9BR.16; -0.429624996077, ,T04C9.1; 7.94964390387
Y82E9BR.3; -1.85146873794, ,T04D3.1; 1.72157876476
Y94H6A.3; -2.11394682776, ,T04D3.5; 2.15254134061
Y94H6A.8; -1.15479307594, ,T04D3.8; 0.41493875764
Y97E10AL.2; -2.12432680692, ,T04F8.2; 5.30009533291
Y97E10AR.3; -0.385551517498, ,T04H1.2; 0.377466188442
ZC262.2; -1.62364502826, ,T04H1.5; 1.14507248646
ZC262.8; -2.05693421661, ,T05A12.4; 1.98449053868
ZC308.4; -0.968895626073, ,T05E11.3; 1.70577638917
ZC328.2; -3.82651325976, ,T05E12.10; 4.7962652879
ZC434.8; -3.31443934253, ,T05E7.3; 7.24207914454
ZC477.5; -1.96852808916, ,T05E8.3; 2.18614535474
ZK1067.3; -1.15275314892, ,T05G5.9; 1.31565937161
ZK1098.2; -0.26936174203, ,T05H10.4; 2.87911381624
ZK1127.6; -1.24119337391, ,T05H10.7; 2.12605931639
ZK1248.11; -1.30535856056, ,T05H4.11; 0.678532021122
ZK1307.8; -0.631708383508, ,T05H4.5; 1.18513015674
ZK177.4; -0.744713821548, ,T06D10.2; 0.249671654643
ZK177.8; -1.29014267996, ,T06D8.5; 2.54811623078
ZK328.4; -4.40346452614, ,T06D8.7; 7.36585038872
ZK370.11; -1.70831848448, ,T07A5.5; 2.19349900205
ZK380.t2; -1.75744488534, ,T07C12.14; 8.61637363133
ZK484.1; -1.12162998857, ,T07C4.3; 1.29520105702
ZK484.3; -0.629759412152, ,T07D4.5; 2.33747958324
ZK484.4; -1.00593554247, ,T07E3.3; 1.27289357075
ZK546.2; -0.496057033787, ,T08A11.2; 0.581120758694
ZK546.5; -1.16871016085, ,T08B6.5; 7.12120316462
ZK550.3; -0.443553046287, ,T08G11.4; 0.903550564246
ZK632.10; -1.22360944269, ,T09A5.7; 0.472111734622
ZK632.11; -1.57778058553, ,T09A5.8; 1.23044798646
ZK632.9; -1.31448490109, ,T09B4.2; 3.54326840855
ZK637.14; -2.22833763037, ,T09B4.9; 0.926467188891
ZK643.2; -0.222039563254, ,T09B9.1; 1.57552966677
ZK682.2; -1.67443751569, ,T09B9.4; 2.30240706511
ZK757.4; -0.391033681666, ,T09E8.1; 0.432076038574
ZK809.3; -1.4896325915, ,T09E8.3; 1.34504833103
ZK829.4; -0.311734521183, ,T09F3.5; 0.693855632377
ZK829.7; -0.75479436184, ,T10B11.6; 0.535261225563
ZK856.12; -1.32977944835, ,T10B11.8; 10.4971430011
ZK856.8; -0.949321944987, ,T10E9.1; 2.58250277962
ZK858.6; -0.407862265367, ,T10F2.4; 1.31229803922
ZK973.11; -0.480676326459, ,T11B7.1; 7.25056527824
ZK973.1; -0.875547236463, ,T11G6.2; 6.7998613624
aakg-5; -1.30524960103, ,T11G6.5; 0.245015952234
aars-2; -1.20573808898, ,T12A2.2; 1.32407038734
abcf-2; -0.748458829015, ,T12A2.3; 8.58819554563
acbp-1; -3.44416407731, ,T12C9.7; 0.379731752623
acbp-5; -0.220207793419, ,T12E12.2; 7.45723889199
acdh-11; -0.736769866101, ,T13C2.6; 1.45538712503
aco-2; -1.25154953311, ,T13F2.6; 1.04887738445
act-1; -1.85557513928, ,T13H5.4; 1.16597947179
act-2; -1.36600185621, ,T13H5.8; 1.58553476006
act-3; -0.845170002766, ,T14F9.2; 1.17702658818
act-4; -1.29573118294, ,T14G10.7; 1.21883471212
adr-2; -1.26109829543, ,T14G8.3; 3.3766598163
ahcy-1; -0.412849056579, ,T15B7.2; 0.235565731271
air-1; -1.13712985246, ,T16G12.6; 1.79339554773
aldo-2; -0.325058682183, ,T16G12.8; 0.459536860837
alg-2; -0.650300251391, ,T16H12.11; 2.45120620502
aly-2; -1.99288032109, ,T18D3.1; 0.47349180519
aly-3; -0.930247822106, ,T19A5.1; 2.61073197483
ant-1.1; -1.21458409127, ,T19A6.1; 3.02436703034
apc-10; -1.18640662977, ,T19A6.3; 0.316792404818
apc-16; -0.537822629084, ,T19B10.6; 1.33076858377
aqp-12; -2.00054369175, ,T20B12.7; 1.59400837738
arl-5; -0.243137906225, ,T20D3.8; 0.416567004787
arl-8; -1.72634551142, ,T20F5.7; 3.60159040297
arp-11; -2.03178008947, ,T20G5.14; 2.50256547834
arr-1; -3.52060114559, ,T20G5.9; 2.62988330942
arrd-2; -3.62051848974, ,T20H4.5; 1.41871281291
arx-2; -1.27331373952, ,T21B10.3; 0.481070902073
asb-1; -0.654500568467, ,T21B10.4; 1.51138449048
asg-1; -0.915058442847, ,T21F4.1; 9.49838583517
asg-2; -0.661901747904, ,T22C1.1; 0.751670891692
ash-2; -0.358927258269, ,T22C1.3; 0.653613235291
atg-3; -0.408335141152, ,T22C1.4; 1.45569214208
atg-7; -1.69483184434, ,T22C1.6; 2.90277200479
atp-3; -0.661019892194, ,T22D1.3; 0.988478863968
atp-4; -0.802503015412, ,T22D1.5; 2.13671808379
atp-5; -0.485263762135, ,T22F3.2; 0.890321822246
bag-1; -2.81727704464, ,T23B12.4; 4.19625378274
bath-28; -2.70092294513, ,T23B12.6; 2.45204064713
bath-29; -1.25422357288, ,T23B3.1; 1.37463151903
bath-42; -0.568413927485, ,T23F11.1; 7.16937341649
bath-43; -0.442644252573, ,T23F11.4; 1.76693334692
bath-44; -1.13214738844, ,T23H2.3; 3.36422598755
bir-1; -2.09196639479, ,T24B1.1; 0.607743633692
bra-2; -0.70098395392, ,T24B8.3; 6.99256885148
brc-1; -0.516803956367, ,T24D1.5; 2.64553403926
byn-1; -2.88006015643, ,T24G10.2; 0.431996353436
cap-1; -1.10231839447, ,T24H10.1; 1.78166982417
capg-2; -1.2019102175, ,T24H10.4; 1.86143342654
car-1; -0.990468262682, ,T24H7.2; 3.07947315774
cars-1; -0.39045663841, ,T24H7.4; 1.29106801818
ccch-3; -0.736837337206, ,T25G3.4; 7.49035732478
ccdc-47; -0.643524720992, ,T26A5.5; 0.564709066549
ccdc-55; -1.61444046035, ,T26A5.6; 9.56895477095
cco-1; -1.28780763366, ,T26A8.1; 1.05636093323
cco-2; -1.56613215287, ,T26C5.3; 5.77170451277
cct-2; -0.462293862475, ,T27A3.6; 6.75982170176
cct-5; -0.546122857594, ,T27A3.7; 1.30304383197
cdc-25.2; -3.16713885475, ,T28A8.4; 0.260113735935
cdc-48.1; -0.481531303677, ,T28A8.5; 0.357386826586
ced-10; -0.472706008075, ,T28A8.6; 0.321052761844
ced-12; -1.22037793753, ,T28B11.1; 3.15132481531
ced-2; -2.34351965857, ,T28F4.1; 8.55995736087
ced-7; -0.685521010245, ,W01A11.1; 0.993677421791
ced-9; -0.8215775826, ,W01D2.1; 0.658257335138
cee-1; -1.52272852939, ,W01D2.5; 0.740181007034
ceh-44; -0.560493266032, ,W02B12.9; 1.54198600004
cel-1; -1.72696475566, ,W02D3.4; 3.21520971419
