Left Cell Higher; logFC,Same Level; logFC,Right Cell Higher; logFC, ,Criteria:, p = N/A, medRPKM = 25.0, logFC Threshold = 0.2
F33H1.4; -0.907028769686,dhs-1; 0.146908946146,F15B10.1; 2.95793350319
F33H2.2; -0.59870096086,dhs-22; 0.116359787739,F15C11.2; 0.407911393598
F33H2.5; -2.15347210138,dif-1; 0.0424990323104,F15D3.6; 1.54576753633
F34D10.2; -1.83517517247,din-1; -0.146358009801,F15D3.7; 0.578376958762
F35F11.1; -0.735153961632,dnj-17; 0.164817169624,F17A9.2; 0.39763673016
F35G12.7; -2.1161238218,dog-1; -0.199386714827,F17C11.10; 1.27356560632
F35H10.5; -1.32471188862,dph-1; -0.000269077750745,F17H10.1; 5.52035886964
F36H2.2; -0.448468183425,dpy-26; -0.00208387331194,F18A1.6; 0.415220076394
F37B12.3; -1.03470898596,drp-1; 0.0970488088782,F18A1.7; 0.537343845769
F37D6.2; -0.325312539546,drr-2; 0.00154565805305,F18C12.3; 2.94762228423
F38A5.1; -0.925614501677,dyrb-1; 0.110174363127,F18H3.1; 1.84084838939
F39B2.5; -0.38153610853,eak-7; -0.0689657651616,F19B6.1; 0.472859592001
F39E9.21; -9.38396563175,ech-2; 0.0327676897939,F19F10.10; 2.27259371646
F39F10.3; -1.43872177304,eef-1A.1; 0.115205026106,F19H6.4; 0.92768203104
F40F11.2; -2.73176010822,efl-1; 0.141425635543,F20D1.3; 2.21850553568
F40F4.7; -3.74340428797,eftu-2; 0.0248085860445,F21D5.1; 0.890230337474
F40F8.1; -1.15360035234,ego-2; 0.00970730348473,F21D5.8; 0.208075938446
F41C3.4; -0.604619780305,eif-3.B; 0.00318497196547,F21F3.7; 1.79474591601
F41G3.6; -0.765496214743,eif-6; -0.023407015336,F22B5.10; 0.660739819693
F41H10.3; -5.73892568281,epc-1; -0.149240878551,F22D6.2; 0.488592244225
F42A10.5; -0.447478242302,exoc-8; -0.146337517205,F22E5.17; 1.23509839913
F42A6.6; -3.50321978374,exos-2; 0.190910252992,F22F7.1; 3.73762299213
F42A9.6; -2.67502116872,fat-1; 0.181383581289,F23A7.4; 0.397875767767
F42F12.3; -2.3432737241,fbxa-101; -0.122997300585,F23A7.8; 0.462400359711
F42H10.2; -0.570542256921,fbxa-215; -0.090875861553,F23B12.5; 2.14519140844
F43C1.6; -1.58086427721,fbxa-95; 0.134016591174,F23C8.6; 1.51688564276
F43G6.5; -8.02479557921,fipp-1; -0.155979754286,F23F1.5; 1.20028227204
F43G9.12; -1.68228478336,fkb-6; 0.10121888016,F23H11.5; 0.876117834389
F43G9.2; -0.844668450473,frg-1; 0.0689791889018,F25B4.7; 1.96087484846
F44E2.10; -1.38239803397,fust-1; -0.177838776786,F25B5.3; 1.74890233682
F44E2.6; -0.715275940007,fzo-1; 0.133317248606,F25G6.8; 0.933267142929
F44E2.7; -0.487631522708,gad-1; 0.0309953610147,F25H2.5; 0.661919257071
F44E7.4; -0.643044794844,gars-1; 0.0459980219813,F25H2.6; 1.28105771281
F44E7.5; -1.61764151124,gei-11; -0.0766804101629,F25H8.2; 1.03256174023
F44E7.9; -0.734793191747,gei-6; 0.194361876852,F25H9.6; 1.01082969738
F44G4.2; -0.268646328307,glh-1; -0.163889386691,F26A1.1; 0.316349941135
F45C12.15; -3.05201435572,gmn-1; 0.196466330715,F26A3.7; 0.466940453426
F45D3.1; -4.87919381952,gna-2; 0.156295911748,F26E4.6; 1.51015537531
F45G2.10; -1.22908715394,gpc-2; 0.0914993569495,F26F2.7; 1.14420749908
F45G2.4; -0.463773616299,gsp-2; 0.0678245821606,F26F4.12; 1.72206393326
F45H11.5; -0.619024303175,hil-5; 0.126633148712,F26F4.6; 1.08718656698
F46C5.9; -0.626891608071,hmg-1.2; -0.0542389352928,F26H9.5; 1.13372734271
F46H5.2; -1.74515244768,hrdl-1; 0.0306473170876,F27C8.6; 1.63986162081
F46H5.3; -1.98058741153,hrp-1; -0.0468964864498,F27D4.1; 0.238892485912
F47B10.1; -1.58732956872,hsp-3; -0.132837486685,F27D4.4; 0.721705852524
F47B10.9; -2.61276097134,htp-1; 0.130210817584,F27D4.8; 0.484445339557
F47G9.1; -1.36113234865,htz-1; 0.00426307211695,F28C1.1; 0.569909996297
F48E3.3; -1.95955833539,iftb-1; -0.0798179808443,F28C10.3; 1.09894714077
F49E8.1; -0.618199954307,immt-2; 0.00708583977551,F28C6.8; 1.8157588572
F49E8.2; -0.23611370172,isp-1; -0.149234086178,F29B9.2; 1.01633230001
F52A8.1; -1.39117517852,isw-1; 0.178291212805,F29C4.2; 0.502625164547
F52A8.6; -1.71929050901,kin-32; 0.0558303253818,F29C4.7; 0.403197825208
F52B11.1; -0.5315953355,kin-3; -0.133034524291,F30A10.9; 4.28188963754
F52B5.2; -5.36086435264,klc-1; 0.192068105354,F30B5.4; 2.5420484768
F52B5.3; -1.67559658478,lag-1; 0.0200942728096,F30F8.3; 1.23662665794
F52B5.7; -3.16141943346,lars-1; -0.121933203354,F30F8.5; 0.444866069487
F52D10.2; -0.804631044795,let-49; -0.137827158347,F30F8.9; 0.753128083401
F52G3.4; -6.61949420758,lin-3; -0.0417669351265,F31D4.9; 2.24899711765
F53A2.7; -0.576220613275,lin-53; 0.0309902868331,F32A7.4; 1.28836453571
F53B3.5; -1.79933511292,lpd-5; -0.00463008311958,F32B6.2; 1.50801619728
F53C11.3; -0.298709122792,lsm-3; -0.0691900687505,F32D1.5; 0.409416057784
F53C11.5; -1.13860453355,mbk-2; 0.1714330063,F32D1.7; 1.54526071579
F53E10.6; -0.528995576445,mca-3; -0.16202338588,F32E10.2; 0.922496207777
F53F1.2; -0.356604370514,mdt-20; 0.167809991496,F33H1.3; 0.314169168496
F53F4.11; -1.88673595423,mdt-30; 0.0620079195692,F33H2.6; 3.94821832512
F53F8.3; -1.04851209988,mec-15; 0.0774456927103,F34D10.4; 0.545663360798
F53H1.1; -2.95810947353,mei-1; 0.0772924568262,F35C11.5; 1.60816712464
F53H1.3; -4.12640608759,mel-47; 0.11787352648,F35D11.5; 3.88404531491
F54C4.1; -0.403033192218,memb-2; -0.159505792518,F35G12.11; 1.06917108874
F54C4.4; -0.61755071338,mes-4; -0.058637758125,F35G12.12; 1.64707675993
F54C8.4; -0.310609354193,mex-6; -0.0412238889516,F35G12.2; 0.225760012899
F54C8.7; -0.772061160266,mig-22; -0.094507121969,F35G2.1; 1.58915646225
F54D10.5; -1.72136460665,mom-2; -0.0761390995225,F35H10.6; 0.342358562832
F54D10.7; -7.31724608501,moma-1; 0.0948291787636,F35H10.7; 0.47728998543
F54D5.11; -0.414496494319,nduf-5; 0.0460774612387,F36A2.7; 1.02044541532
F54D5.9; -0.570034169841,nfyb-1; 0.107955314714,F36A2.9; 1.35386277497
F54D7.2; -1.01020757322,nipa-1; -0.0730879341604,F36D4.5; 1.61884852184
F54E7.8; -0.415736538256,npp-10; 0.0350669876315,F37A4.1; 1.6048594419
F54F7.6; -0.563631626276,npp-13; -0.00779774081097,F37A4.2; 0.511486393841
F54H12.5; -0.938663314332,npp-1; -0.0489516383327,F37C12.1; 1.49405437924
F55A12.5; -0.6053764499,nrd-1; 0.0255402631456,F37C12.3; 0.86654665868
F55A3.3; -0.466759015191,nsy-7; -0.0166814198807,F38A5.2; 2.79271996003
F55C5.8; -0.374303494883,nuo-3; 0.0910732783713,F38A5.7; 2.26241057632
F55G1.6; -0.910915874227,nxt-1; 0.0781352795459,F38B7.3; 0.476281008422
F55H2.7; -1.52245463351,ooc-5; 0.150547777877,F38E9.5; 0.504606171528
F56A8.3; -0.455857179389,paa-1; -0.0621952136352,F38H4.10; 0.361325262033
F56A8.8; -7.80679008252,pabp-2; -0.148478572131,F39B2.1; 0.401282816195
F56B3.11; -8.32261557905,pak-2; -0.167543251346,F39G3.3; 1.48219057928
F56C11.5; -1.92305571841,pal-1; -0.0133948633296,F39H11.1; 0.517250352386
F56C9.6; -1.64951193357,par-5; -0.103348350855,F39H2.3; 1.13054196693
F56D1.3; -2.76541027045,pas-1; -0.0334128963156,F40A3.3; 0.907646161315
F56D12.6; -0.36275239243,pas-2; -0.0845004477501,F40E3.2; 1.73916900719
F56D2.6; -1.6258739283,pas-6; -0.173244107619,F40F11.3; 0.719696965687
F56D5.5; -6.28974231864,pas-7; 0.0710991140789,F40F8.11; 0.283524908979
F56F4.8; -6.20622511812,pch-2; 0.160654573291,F40F9.7; 0.387342126611
F57B10.4; -0.522652584657,pdi-3; -0.0629500088518,F42A9.8; 0.377381511827
F57B10.8; -0.220287421308,plc-4; -0.057076278749,F42G9.1; 0.744268210453
F57B10.9; -1.84027415079,pme-2; 0.0161031854385,F42G9.6; 2.13392742544
F57C2.5; -1.69894276183,pnk-1; -0.185189507326,F43C11.9; 1.39773510713
F58B3.4; -0.568280043883,pptr-1; -0.0762688507331,F43D2.1; 1.40199044223
F58B3.7; -1.5492154421,pqn-70; 0.100923741488,F43G6.7; 1.4397985108
F58E10.3; -0.340484265103,prdx-2; -0.148506095469,F43G9.1; 0.654046312607
F58G1.1; -0.2883740733,pri-1; 0.152599573294,F44B9.5; 2.6752906703
F59A2.5; -0.797102516662,prmt-1; 0.131789949239,F44B9.8; 0.792709486856
F59C6.5; -0.591146701125,prp-17; -0.046929547181,F44E2.3; 0.513935871866
F59D12.5; -5.67838091473,prpf-4; 0.193127305881,F44E2.8; 2.051239551
F59E10.3; -0.294266013364,ptr-2; -0.0947752761394,F44E7.2; 0.764152936516
F59G1.8; -0.947100276696,puf-6; -0.0074585627823,F44G4.3; 0.791580694485
H04M03.3; -0.669156035051,qars-1; 0.0848587522566,F45E12.5; 1.62022497336
H05C05.2; -1.02934809121,rab-10; 0.101676464702,F45F2.10; 0.642232007627
H06I04.3; -0.845669186883,rab-11.1; 0.128591285827,F45G2.8; 1.02670142273
H14E04.2; -0.694517876673,rab-1; -0.199662385928,F45H10.2; 0.339633704359
H19N07.1; -0.346492779405,rars-2; -0.0772890831939,F46B6.12; 0.870452174855
H20J04.2; -0.726589379519,retr-1; 0.194935973234,F46F11.1; 1.8792548891
H24K24.3; -2.26008165216,rig-4; 0.0545317616316,F46F11.6; 0.878025516011
H25P19.1; -6.54263821096,riok-1; -0.124367096604,F46F11.8; 0.353198420928
H27M09.1; -1.775101796,riok-2; 0.158438776459,F47B7.2; 0.325574206906
H28G03.1; -5.19404636614,rmd-1; 0.190066974551,F47D12.9; 0.34774662863
H28G03.2; -0.880243295265,rnf-113; 0.044652567882,F47G3.3; 8.61215410746
H37A05.4; -0.754202627268,rnp-4; -0.0935257260161,F47G4.2; 2.880503741
H40L08.1; -6.78642674006,rnr-2; 0.195722938666,F48C1.5; 0.390824509859
H43I07.2; -0.720912914998,rpb-5; -0.0404104920713,F48E8.2; 1.94025696661
K01C8.6; -5.26305990448,rpb-6; 0.0469356028965,F49C12.12; 0.591842122405
K01C8.7; -4.71103819539,rpl-15; 0.0937557833409,F49C12.9; 0.831680264133
K01G5.8; -0.500975458143,rpl-17; -0.0621418612044,F49D11.10; 6.05968667926
K01G5.9; -0.850448406079,rpl-22; 0.0787702785263,F49E8.7; 0.271242779375
K02B12.2; -6.93184764909,rpl-32; -0.0682741214632,F52B11.2; 1.13664349043
K02B12.7; -0.202674190923,rpl-7; -0.0718767806716,F52C12.1; 1.653623856
K02C4.3; -3.3666271941,rpn-10; 0.0957927399713,F52E1.13; 0.377909200488
K02D10.1; -0.343695941439,rpn-12; -0.0273026695338,F52H3.4; 1.36372769685
K03A11.1; -6.60652542566,rpn-2; -0.109556088925,F53B1.2; 3.03419225024
K04C2.3; -0.257975495359,rpn-7; -0.0263319563603,F53C3.13; 0.918847703298
K04F10.7; -0.30571084877,rps-21; -0.188890433678,F53E4.1; 0.715959404085
K04G2.10; -0.329953513892,rps-23; -0.012892663881,F53F10.3; 1.35339641598
K04G2.6; -1.35543956394,rps-26; -0.170483018684,F53F4.12; 3.03634474738
K04G7.11; -1.30533537943,rps-29; -0.056602281474,F53F4.3; 1.16235642938
K06H7.7; -0.443388123833,rps-4; 0.00284081043839,F53H2.4; 0.257112226039
K07A1.1; -0.924124604875,rsa-1; 0.00707448816709,F54A3.6; 1.25433073718
K07E3.2; -1.94363402511,rsp-8; -0.0259598859166,F54C9.9; 1.88878874681
K08E4.2; -2.55147071191,rsr-1; 0.0574743757746,F54D12.4; 1.03202134877
K08E4.6; -0.613315845706,saps-1; -0.080190537757,F54D5.12; 0.75019391989
K08F9.4; -0.63501750826,sdha-2; 0.1894963699,F54D5.2; 2.10886428428
K08H10.9; -0.394803378121,set-1; -0.140855619526,F54D5.7; 1.80791207348
K08H2.2; -4.38203341178,set-29; 0.192492813874,F54D7.6; 1.48294914145
K08H2.4; -6.13554938756,seu-1; 0.0589875313505,F54D7.7; 1.56386329604
K10C3.2; -0.471044934423,sip-1; -0.0354191739304,F54F2.7; 0.738207000699
K10C3.5; -0.273081381335,skr-15; -0.127939477189,F54F2.9; 0.297249515307
K10D2.5; -2.63678747809,skr-18; 0.199189517768,F55A11.1; 0.332495885269
K11B4.2; -0.54204175753,skr-2; 0.0794654810786,F55A11.7; 2.93710928823
K12H4.4; -1.77347783105,slr-2; -0.0501167539917,F55A11.8; 0.884021819841
M01A10.1; -1.00770468048,sms-1; 0.0807480169838,F55A12.8; 0.848397100812
M01E11.2; -1.57945777866,snb-1; -0.0934801911765,F55B12.4; 0.76009253282
M01F1.4; -1.73538522068,sod-1; -0.192090380367,F55C12.5; 1.74082772971
M02B1.3; -0.401108869957,spe-39; -0.0331363551343,F55F8.2; 1.57509774148
M02E1.1; -1.41076740882,spo-11; 0.0872389310358,F55F8.9; 0.518193897489
M03C11.7; -3.52166788285,spr-2; 0.195050606744,F56A11.5; 0.220821380715
M03F8.3; -0.656821835567,ssup-72; -0.0423886817244,F56A8.5; 1.50402057144
M04F3.4; -0.983288753972,swd-2.2; 0.0182566510453,F56B3.4; 1.14244561584
M05B5.4; -8.38968846612,taf-12; 0.0447481393953,F56C9.10; 0.32312524667
M05D6.6; -0.317125369429,taf-13; -0.143340124687,F56C9.11; 6.90194722734
M176.2; -4.32389318167,taf-5; -0.0712100332064,F56C9.3; 0.767901506486
M18.6; -0.840165924418,tag-146; -0.0748604531416,F56D1.1; 0.78856023641
M199.2; -7.1817604208,tag-214; -0.104861745711,F56F11.4; 0.713214390487
MTCE.11; -0.239962061968,tag-235; -0.0456007437309,F56G4.4; 0.952655121082
MTCE.25; -0.324796666602,tag-246; -0.0485775907863,F56H1.6; 0.906975133355
MTCE.26; -0.221959010919,tag-349; -0.180436446224,F56H1.7; 1.62284569731
MTCE.35; -0.225886062624,tag-93; -0.163757346569,F56H9.2; 0.379774822887
R01B10.6; -0.695297368727,tbb-2; -0.131161746497,F57B10.14; 1.39755632589
R02F2.9; -0.757743281401,tbc-9; -0.00501548057469,F57B10.3; 2.64912621474
R03D7.4; -0.930585855005,teg-4; 0.038257999728,F57B10.5; 0.26528062758
R04A9.5; -0.631968667159,tgt-2; 0.120848691556,F57C9.4; 1.77801611034
R04F11.2; -1.61993901398,thoc-3; -0.014914669854,F58A4.6; 0.825287208856
R04F11.3; -1.15011696565,toe-2; 0.0841447886857,F58A4.9; 0.241185173293
R05D11.4; -0.341177607162,tol-1; -0.0261507372744,F58B3.6; 1.16522329486
R05D11.5; -0.26121024078,tomm-20; 0.0612753168187,F58E10.1; 1.05699090568
R05D11.6; -1.07971967023,tsp-12; -0.116844965177,F58G1.2; 1.41916701201
R05D11.7; -0.636980797836,ttr-50; 0.173300557977,F58G11.3; 1.42192286133
R05D11.9; -0.65522707015,uaf-1; 0.121967895641,F58H1.8; 0.560250758956
R05D3.12; -0.273231491528,ubc-7; -0.176450119376,F59A3.12; 1.27598297967
R05D3.2; -1.5213289069,ubxn-1; -0.187847667024,F59A3.2; 0.931799042289
R05D3.8; -1.43393318677,ucr-1; 0.0563623037293,F59C12.4; 0.778274330688
R05D7.4; -0.491309921265,ulp-1; -0.128573345382,F59E12.1; 0.958552084634
R05G6.4; -1.30373387275,ulp-4; -0.159366848406,F59E12.9; 1.1925477679
R05G6.7; -0.404769918437,unc-69; 0.100360325863,F59F4.2; 0.962988340034
R05H10.2; -0.26055640376,unc-71; 0.126940587416,H06H21.11; 0.987033908223
R06C1.4; -1.49458710416,uri-1; -0.0164230619629,H06I04.1; 0.676691561737
R07E4.5; -1.74298014789,usp-14; -0.0652476960764,H14A12.3; 0.755425975099
R07H5.3; -2.64258729757,usp-33; 0.155020487429,H17B01.4; 0.765280709617
R08D7.2; -0.447147582272,vars-2; 0.0775682851559,H21P03.2; 0.608542186026
R102.5; -0.244973993436,vha-13; 0.0853549219212,H25P06.1; 0.230569417221
R107.5; -0.800552079206,vha-2; 0.100224965093,H27A22.1; 1.52039885402
R10E4.7; -0.382008402062,vha-4; -0.0919311916859,H28O16.1; 0.783888751829
R11.4; -5.75432139026,vpr-1; -0.128270656959,H28O16.2; 1.31363818266
R11A5.3; -4.17928734774,zif-1; 0.112193108153,H34C03.2; 0.650568368259
R11A8.2; -1.51572417057,ztf-23; 0.00938996921557,H35B03.2; 1.72588545072
R11A8.7; -0.935822215478, ,JC8.2; 0.650901366147
R11G1.7; -5.38618653226, ,K01D12.6; 0.9309572934
R11H6.5; -0.980318467781, ,K01G5.5; 0.957286249611
R12C12.5; -0.551139332664, ,K02B12.5; 1.0621959581
R12C12.6; -0.434623391392, ,K02B2.1; 0.56630045292
R13A5.7; -2.50185965946, ,K02B2.3; 0.499465552865
R144.3; -1.40876917199, ,K04F10.3; 0.497652112104
R144.5; -1.17789897492, ,K04G7.1; 0.540348219544
R148.4; -1.16262304124, ,K05C4.2; 0.732642696799
R151.6; -1.98595830521, ,K05C4.5; 0.879659583438
R53.2; -3.76996739508, ,K05C4.7; 0.903332444761
R53.4; -0.446797169313, ,K06A5.1; 2.14653667699
T01B7.5; -0.4181998964, ,K06H7.3; 2.44719518652
T01D3.5; -0.243017825419, ,K07A1.10; 0.230041623501
T01E8.5; -2.09983832748, ,K07A1.17; 1.15611519175
T01G9.2; -0.449420972624, ,K07A1.9; 2.36131957388
T01H3.3; -0.434838272107, ,K07A12.2; 1.96067056469
T02C12.2; -1.05699156254, ,K07A12.4; 0.214566817322
T02E1.2; -0.920987704755, ,K07A12.7; 2.30597816008
T02G5.3; -2.4597768642, ,K07C5.3; 0.881297270339
T02G5.7; -0.721624907878, ,K07C5.4; 1.41874951911
T02G6.5; -0.533589867585, ,K07C5.6; 2.34918638972
T02H6.1; -0.276090824138, ,K07E8.7; 1.17510223003
T03D3.5; -3.21740672915, ,K07F5.14; 1.45057601838
T03F1.12; -3.12461545933, ,K07G5.6; 0.432930559837
T04A8.8; -0.7204166701, ,K07H8.1; 1.07964496918
T04C9.1; -1.13525894612, ,K07H8.2; 1.31878782586
T04D3.5; -0.675833047491, ,K08A2.4; 6.22377976697
T04H1.2; -0.435250111158, ,K08D12.3; 1.11021408057
T05A12.3; -0.887743045271, ,K08E3.5; 2.57865056163
T05E12.8; -10.0409489345, ,K08F11.5; 2.35065695849
T05F1.2; -1.08273159718, ,K08F4.1; 0.682812604027
T05F1.4; -1.86811660723, ,K08F4.2; 1.14583754881
T05G5.4; -1.09065602791, ,K08F4.3; 5.04245538886
T05H10.4; -0.423272048987, ,K09H9.2; 0.991369906975
T05H4.6a; -1.35904594562, ,K10B2.4; 0.467203374326
T06A10.3; -0.623025209871, ,K10C8.3; 1.07040852734
T06D8.7; -0.538698968589, ,K11G12.6; 0.383511050654
T07A9.8; -1.66764855492, ,K11H12.8; 1.75566502858
T07F10.3; -2.3629450904, ,K11H3.3; 0.228417128038
T07F12.2; -3.39955876178, ,K11H3.6; 1.72757967017
T08A11.2; -0.376164053177, ,K12H4.3; 0.220850139931
T08B2.7; -0.208799767145, ,K12H4.5; 1.91547342664
T08B6.5; -7.60826607611, ,LLC1.3; 0.808790507013
T08G11.1; -1.82547066065, ,M01B12.4; 1.96629701942
T08G5.3; -7.4988076409, ,M01F1.8; 2.43284307087
T09A12.5; -0.452270107669, ,M01G5.3; 1.39705134658
T09A5.5; -1.24369018075, ,M01H9.3; 1.92999280645
T09B4.1; -1.43120100632, ,M02B7.7; 2.65817704374
T09B4.5; -3.82453807323, ,M05D6.2; 0.989585161021
T09E8.1; -0.671877414047, ,M106.4; 2.23625473995
T10B5.3; -0.937741298538, ,M110.3; 0.908109007948
T10C6.8; -7.54358111552, ,M151.7; 0.22765927528
T10F2.5; -1.33702282465, ,M18.3; 1.39632532208
T11F8.1; -0.691798337312, ,M18.8; 0.298149205249
T11G6.8; -1.08019946477, ,M28.5; 0.761447838799
T12A2.3; -5.5038473981, ,M88.2; 0.418893124641
T12E12.1; -0.768435573979, ,M88.5; 0.886091666203
T12G3.6; -0.693076613094, ,M88.7; 0.325043855888
T13F2.6; -1.35184246008, ,MTCE.12; 0.500131627306
T13H5.4; -1.97943037918, ,MTCE.16; 0.314066627419
T13H5.8; -1.22127700728, ,MTCE.23; 0.445400583594
T14B4.3; -0.978421955168, ,MTCE.31; 0.674133696381
T16G12.4; -1.61343881695, ,MTCE.33; 0.888753283466
T16G12.6; -1.17950442728, ,MTCE.34; 0.838720158349
T16G12.8; -1.15253335084, ,MTCE.3; 0.621006337874
T19A6.1; -0.225606904602, ,MTCE.4; 0.761362487567
T19A6.3; -0.794431101998, ,MTCE.7; 1.72339138788
T19B4.3; -1.2188128347, ,R02D3.3; 0.695410770375
T19H5.4; -1.00593148089, ,R02D3.4; 1.6893576491
T20B12.7; -0.284894709879, ,R02F11.4; 0.590419040634
T20D3.3; -1.15040064632, ,R02F2.1; 0.873883152415
T20D3.5; -0.644157592609, ,R02F2.4; 6.44969734096
T20F10.2; -2.16773383962, ,R02F2.7; 1.94644936701
T20G5.10; -0.670974877921, ,R03A10.1; 0.249201255729
T20G5.9; -1.00103294135, ,R03D7.1; 1.23265440358
T20H4.5; -0.234465606821, ,R04D3.2; 0.258265632442
T21B10.3; -0.208888260976, ,R04D3.3; 3.37036136496
T21B10.4; -0.671060763365, ,R04D3.4; 0.849976677838
T21C9.13; -5.09125339883, ,R04E5.8; 1.73739523567
T21C9.4; -0.229222720948, ,R04F11.5; 0.850353682717
T21F4.1; -9.88196923599, ,R05F9.1; 2.43407016374
T22C1.11; -0.541194657317, ,R05F9.9; 0.678854094275
T22C1.1; -0.42638334692, ,R05H10.3; 1.36435935125
T22C1.4; -0.504045014337, ,R05H11.1; 0.488752920907
T23B12.1; -0.912171567893, ,R05H5.3; 0.629600866751
T23B12.4; -0.904473656369, ,R06C7.1; 1.37374411512
T23B3.1; -0.352797881394, ,R07B7.2; 3.37385759489
T23D8.3; -1.35639164442, ,R07E4.3; 1.0996905829
T23D8.7; -0.48018525002, ,R07E5.7; 0.939075779235
T23F11.4; -4.41610792783, ,R07G3.7; 1.49819572405
T23G11.7; -0.501799416749, ,R08B4.3; 0.754882676487
T23G7.3; -0.411862508993, ,R08C7.2; 1.71892286033
T24B1.1; -4.16818659574, ,R08D7.1; 1.2157647638
T24B8.2; -0.670266066086, ,R08D7.5; 1.39195132996
T24D1.2; -0.429200760746, ,R08E3.3; 2.6000381931
T24G10.2; -0.452561833983, ,R09B3.2; 0.365040650918
T24H7.4; -1.65188703469, ,R09F10.3; 1.83627161553
T25B9.8; -1.33531307782, ,R09F10.8; 1.19999450485
T25E12.6; -6.53340675352, ,R107.2; 1.33208381814
T25G3.1; -2.51934234854, ,R10D12.14; 0.5136337779
T25G3.4; -0.554106977514, ,R10E4.1; 0.668817753431
T26A5.5; -1.16867828035, ,R11A5.4; 0.670692165505
T26A5.6; -2.63939847867, ,R11A8.5; 1.45716788257
T26C5.3; -2.06874417467, ,R11H6.2; 0.470517273726
T27A3.2; -0.477133930037, ,R12C12.7; 1.16037178563
T27F6.6; -1.17780255435, ,R12E2.11; 1.58588943363
T27F6.7; -1.57252971144, ,R12E2.1; 1.51554590505
T28A8.3; -0.322878204919, ,R144.6; 1.11363736905
T28A8.4; -0.493917670312, ,R148.3; 0.260123518416
T28A8.5; -0.306993563661, ,R148.5; 0.378057732632
T28D6.6; -0.482933440598, ,R151.10; 0.400420165571
W01G7.4; -0.496831800156, ,R151.7; 0.679966040914
W02A11.1; -1.8195065054, ,R151.8; 1.10718189363
W02B12.10; -1.42430415003, ,R166.6; 1.16116736488
W02D3.1; -2.60387594531, ,R17.2; 0.278230521336
W03C9.2; -0.574045627816, ,R186.3; 5.03206237382
W03F8.4; -1.68484886404, ,R186.7; 0.708020379468
W04A8.1; -0.373738463495, ,R31.2; 1.83903089045
W04C9.4; -0.46353627009, ,R53.1; 0.31324143156
W04D2.4; -0.676916534451, ,R53.5; 1.59744957029
W04E12.2; -1.31637892857, ,R53.6; 1.18118457502
W05H9.2; -1.05236819788, ,R74.7; 0.951844660458
W09C5.1; -1.21492803195, ,R74.8; 0.674590661585
W09C5.7; -1.64783253148, ,T01B7.6; 0.762775043667
W09C5.8; -0.338734003275, ,T01C3.2; 1.31214513306
W09G3.1; -0.495850032198, ,T01C3.3; 3.69410838142
W09G3.6; -0.295555679236, ,T01E8.6; 2.05967964649
WBGene00206423; -1.08152623378, ,T01G1.4; 0.662269597289
WBGene00219313; -4.80027500363, ,T02C12.3; 0.902160079128
WBGene00219849; -0.734184457866, ,T02G5.11; 1.63661142304
WBGene00235158; -8.39077152195, ,T02H6.11; 1.48453710959
Y102E9.2; -0.568870415413, ,T03F1.1; 2.01571555489
Y104H12D.2; -1.42745516708, ,T03F1.8; 0.604515130506
Y105E8A.19; -4.26148661609, ,T04A8.6; 1.78864951193
Y105E8A.21; -0.87986249112, ,T04H1.5; 1.17790066083
Y105E8A.36; -1.4511245654, ,T05A7.1; 3.50275250318
Y105E8A.3; -0.954865276721, ,T05B9.1; 0.291035202012
Y106G6A.1; -1.58843125429, ,T05E11.3; 0.239664078547
Y106G6A.5; -1.53755889292, ,T05G5.5; 2.3364767758
Y106G6D.1; -7.58769462188, ,T05G5.9; 1.13970289792
Y106G6E.4; -3.64721190961, ,T05H10.1; 0.367107727864
Y106G6H.14; -1.79384363817, ,T05H10.6; 0.395709711454
Y106G6H.8; -0.813758870686, ,T05H10.7; 0.758233326576
Y110A2AR.3; -2.0036820222, ,T05H4.10; 2.65335360694
Y110A7A.8; -1.85804905462, ,T05H4.11; 1.04728417925
Y110A7A.9; -0.648185880663, ,T05H4.5; 1.41922895292
Y111B2A.10; -0.274401141703, ,T06D10.2; 0.372885742675
Y116A8B.1; -8.48643650865, ,T06D8.9; 0.212965423391
Y116A8C.19; -5.69561761995, ,T07A9.10; 1.25748245629
Y119C1A.1; -4.16830977676, ,T07A9.15; 1.34126880277
Y119C1B.5; -0.767981336948, ,T07A9.9; 0.731881763242
Y119D3B.11; -0.258305219404, ,T07C12.12; 0.378305026844
Y11D7A.10; -0.285076149992, ,T07C12.14; 2.77644829054
Y11D7A.7; -0.491432899524, ,T07C4.3; 0.418806631188
Y14H12B.1; -0.984769499164, ,T07D4.5; 2.28779807968
Y14H12B.2; -2.59778986849, ,T07E3.3; 1.15146982506
Y17D7C.3; -10.7777859763, ,T08B2.5; 0.754182823854
Y17G9B.5; -1.85766243623, ,T08G11.4; 0.63339923605
Y18H1A.7; -2.06217410596, ,T09A5.15; 3.32022953257
Y25C1A.6; -3.96593283505, ,T09A5.7; 1.90634951269
Y34D9A.3; -1.28516044927, ,T09B4.2; 2.84508801858
Y37D8A.10; -2.8188969286, ,T09B9.1; 0.431761628022
Y37D8A.11; -2.30637374713, ,T09B9.4; 2.46595467545
Y37D8A.21; -0.379816415137, ,T10B10.3; 0.216502724901
Y37D8A.4; -1.93296323827, ,T10C6.5; 0.522081704644
Y37E11AL.3; -0.954719550406, ,T10C6.6; 1.31681878499
